Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site
Ni,Zr,0.75,0.25,bridge
Mn,W,0.75,0.25,hollow
Mn,Re,0.75,0.25,hollow
Mn,Re,0.75,0.25,hollow
Co,La,0.75,0.25,bridge
Au,Fe,0.5,0.5,bridge
Mn,Tc,0.75,0.25,bridge
Au,Fe,0.5,0.5,hollow
Mn,Tc,0.75,0.25,hollow
Mn,Tc,0.75,0.25,hollow
Mn,Os,0.75,0.25,hollow
Pt,Ta,0.75,0.25,bridge
Fe,Au,0.75,0.25,hollow
Mn,Os,0.75,0.25,bridge
Pt,Y,0.75,0.25,bridge
Pt,Cr,0.75,0.25,bridge
Mn,Os,0.75,0.25,hollow
Pt,Y,0.75,0.25,bridge
Pt,Sc,0.75,0.25,bridge
Pt,Zr,0.75,0.25,bridge
Pt,Hf,0.75,0.25,bridge
Pt,Nb,0.75,0.25,bridge
Pt,V,0.75,0.25,bridge
Pt,Cr,0.75,0.25,hollow
Pt,Zr,0.75,0.25,hollow
Pt,Hf,0.75,0.25,hollow
Pt,Nb,0.75,0.25,hollow
Pt,V,0.75,0.25,hollow
Pt,Nb,0.75,0.25,hollow
Pt,V,0.75,0.25,hollow
Pt,Mo,0.75,0.25,bridge
Pt,Re,0.75,0.25,top
Pt,Tc,0.75,0.25,bridge
Pt,Os,0.75,0.25,bridge
Pt,Os,0.75,0.25,bridge
Pt,Ru,0.75,0.25,bridge
Pt,Os,0.75,0.25,hollow
Pt,La,0.75,0.25,top
Pt,Ni,0.75,0.25,hollow
Pt,Ni,0.75,0.25,hollow
Pt,Rh,0.75,0.25,bridge
Pt,Rh,0.75,0.25,bridge
Pt,Rh,0.75,0.25,top
Pt,Fe,0.75,0.25,bridge
Pt,Rh,0.75,0.25,top
Pt,Fe,0.75,0.25,hollow
Pt,Mn,0.75,0.25,bridge
Co,W,0.75,0.25,hollow
Co,Ir,0.75,0.25,hollow
Co,W,0.75,0.25,top
Pt,Mn,0.75,0.25,hollow
Co,Sc,0.75,0.25,bridge
Ni,V,0.75,0.25,hollow
Co,Sc,0.75,0.25,bridge
Pt,Pd,0.75,0.25,bridge
Pt,Pd,0.75,0.25,bridge
Pd,Pt,0.5,0.5,bridge
Pd,Pt,0.5,0.5,bridge
Au,Pd,0.5,0.5,bridge
Ni,V,0.75,0.25,hollow
Pd,Pt,0.5,0.5,bridge
Au,Pd,0.5,0.5,hollow
Au,Pd,0.5,0.5,hollow
Pd,Y,0.75,0.25,bridge
Pd,Y,0.75,0.25,bridge
Pt,Ir,0.75,0.25,bridge
Pd,Y,0.75,0.25,top
Pt,Ir,0.75,0.25,bridge
Pt,Ir,0.75,0.25,bridge
Ni,Mo,0.75,0.25,hollow
Pd,Ti,0.75,0.25,bridge
Pd,La,0.75,0.25,bridge
Pd,Sc,0.75,0.25,bridge
Pd,Hf,0.75,0.25,bridge
Pd,Ti,0.75,0.25,hollow
Pd,Cr,0.75,0.25,bridge
Pd,Mo,0.75,0.25,hollow
Pd,La,0.75,0.25,bridge
Pd,Sc,0.75,0.25,hollow
Pd,Zr,0.75,0.25,hollow
Pd,Hf,0.75,0.25,top
Pd,Ta,0.75,0.25,hollow
Pd,Nb,0.75,0.25,top
Pd,V,0.75,0.25,bridge
Pd,Cr,0.75,0.25,bridge
Pd,Tc,0.75,0.25,hollow
Co,Os,0.75,0.25,bridge
Pd,Ta,0.75,0.25,hollow
Pd,V,0.75,0.25,bridge
Pd,Cr,0.75,0.25,hollow
Pd,W,0.75,0.25,hollow
Pd,W,0.75,0.25,top
Pd,Re,0.75,0.25,hollow
Pd,W,0.75,0.25,top
Co,Os,0.75,0.25,hollow
Co,Os,0.75,0.25,hollow
Pd,Au,0.75,0.25,bridge
Pd,Au,0.75,0.25,bridge
Co,Zr,0.75,0.25,bridge
Co,Zr,0.75,0.25,bridge
Pd,Os,0.75,0.25,bridge
Pd,Os,0.75,0.25,bridge
Pd,Os,0.75,0.25,hollow
Co,Zr,0.75,0.25,bridge
Pd,Os,0.75,0.25,top
Pd,Os,0.75,0.25,top
Pd,Ir,0.75,0.25,bridge
Pd,Ni,0.75,0.25,hollow
Pd,Fe,0.75,0.25,hollow
Pd,Ir,0.75,0.25,hollow
Pd,Ni,0.75,0.25,bridge
Pd,Co,0.75,0.25,top
Au,Y,0.75,0.25,bridge
Au,Zr,0.75,0.25,bridge
Pd,Rh,0.75,0.25,bridge
Au,Y,0.75,0.25,top
Au,La,0.75,0.25,bridge
Pd,Rh,0.75,0.25,bridge
Pd,Mn,0.75,0.25,bridge
Pd,Pt,0.75,0.25,bridge
Au,Y,0.75,0.25,top
Au,La,0.75,0.25,bridge
Pd,Mn,0.75,0.25,hollow
Pd,Pt,0.75,0.25,bridge
Pd,Mn,0.75,0.25,hollow
Au,Hf,0.75,0.25,bridge
Au,Ti,0.75,0.25,bridge
Au,Ta,0.75,0.25,hollow
Au,Cr,0.75,0.25,hollow
Au,Mo,0.75,0.25,hollow
Au,Tc,0.75,0.25,top
Pd,Co,0.75,0.25,bridge
Au,Hf,0.75,0.25,hollow
Au,Ti,0.75,0.25,hollow
Au,Ta,0.75,0.25,top
Au,Nb,0.75,0.25,bridge
Au,V,0.75,0.25,hollow
Au,Cr,0.75,0.25,hollow
Au,Mo,0.75,0.25,hollow
Au,W,0.75,0.25,hollow
Pd,Co,0.75,0.25,bridge
Au,Hf,0.75,0.25,hollow
Au,Ti,0.75,0.25,hollow
Au,Ta,0.75,0.25,top
Au,Nb,0.75,0.25,hollow
Au,V,0.75,0.25,hollow
Au,W,0.75,0.25,top
Au,Nb,0.75,0.25,hollow
Au,V,0.75,0.25,top
Au,Nb,0.75,0.25,top
Au,V,0.75,0.25,top
Pd,Fe,0.75,0.25,bridge
Au,Nb,0.75,0.25,top
Au,Ir,0.75,0.25,bridge
Pd,Ir,0.75,0.25,bridge
Pd,Ru,0.75,0.25,bridge
Au,Fe,0.75,0.25,bridge
Pd,Ru,0.75,0.25,bridge
Au,Fe,0.75,0.25,hollow
Au,Fe,0.75,0.25,hollow
Co,Hf,0.75,0.25,bridge
Au,Rh,0.75,0.25,bridge
Co,Hf,0.75,0.25,bridge
Au,Ru,0.75,0.25,bridge
Au,Pt,0.75,0.25,bridge
Au,Pd,0.75,0.25,bridge
Ag,La,0.75,0.25,bridge
Co,Hf,0.75,0.25,bridge
Au,Ru,0.75,0.25,top
Au,Pd,0.75,0.25,bridge
Ag,La,0.75,0.25,bridge
Ag,Ti,0.75,0.25,hollow
Ag,Ta,0.75,0.25,bridge
Au,Mn,0.75,0.25,bridge
Ag,Y,0.75,0.25,hollow
Ag,La,0.75,0.25,hollow
Ag,Sc,0.75,0.25,hollow
Ag,Zr,0.75,0.25,bridge
Ag,Hf,0.75,0.25,hollow
Au,Mn,0.75,0.25,hollow
Ag,Y,0.75,0.25,hollow
Ag,La,0.75,0.25,top
Ag,Zr,0.75,0.25,hollow
Ag,Hf,0.75,0.25,hollow
Ag,Nb,0.75,0.25,bridge
Ag,V,0.75,0.25,hollow
Ag,Mo,0.75,0.25,top
Ag,W,0.75,0.25,bridge
Au,Mn,0.75,0.25,hollow
Ag,La,0.75,0.25,top
Ag,Zr,0.75,0.25,hollow
Ag,Nb,0.75,0.25,top
Ag,V,0.75,0.25,hollow
Ag,W,0.75,0.25,hollow
Ag,Tc,0.75,0.25,hollow
Ag,Tc,0.75,0.25,hollow
Co,Ru,0.75,0.25,hollow
Ag,Os,0.75,0.25,bridge
Ag,Ru,0.75,0.25,top
Ag,Ni,0.75,0.25,bridge
Ag,Co,0.75,0.25,bridge
Ag,Fe,0.75,0.25,top
Ag,Pt,0.75,0.25,bridge
Ag,Ni,0.75,0.25,bridge
Ag,Pd,0.75,0.25,bridge
Ag,Ni,0.75,0.25,hollow
Ag,Pd,0.75,0.25,bridge
Ag,Au,0.75,0.25,bridge
Cu,Y,0.75,0.25,bridge
Cu,Sc,0.75,0.25,hollow
Cu,Sc,0.75,0.25,hollow
Cu,Sc,0.75,0.25,top
Ag,Fe,0.75,0.25,bridge
Ag,Fe,0.75,0.25,hollow
Co,Ti,0.75,0.25,bridge
Ag,Fe,0.75,0.25,hollow
Co,Ti,0.75,0.25,hollow
Cu,Ta,0.75,0.25,bridge
Cu,Nb,0.75,0.25,hollow
Cu,V,0.75,0.25,hollow
Cu,Tc,0.75,0.25,hollow
Cu,Rh,0.75,0.25,top
Cu,Ta,0.75,0.25,hollow
Cu,Nb,0.75,0.25,hollow
Cu,V,0.75,0.25,hollow
Cu,Cr,0.75,0.25,hollow
Cu,Tc,0.75,0.25,hollow
Cu,Os,0.75,0.25,hollow
Cu,Ni,0.75,0.25,bridge
Co,Ti,0.75,0.25,hollow
Cu,Ta,0.75,0.25,hollow
Cu,V,0.75,0.25,top
Cu,Cr,0.75,0.25,top
Cu,Os,0.75,0.25,hollow
Cu,Ni,0.75,0.25,hollow
Cu,Mn,0.75,0.25,hollow
Cu,Pt,0.75,0.25,bridge
Cu,Os,0.75,0.25,top
Cu,Pt,0.75,0.25,bridge
Cu,Au,0.75,0.25,bridge
Cu,Pd,0.75,0.25,top
Cu,Au,0.75,0.25,bridge
Cu,Mo,0.75,0.25,hollow
Cu,Zn,0.75,0.25,bridge
Cu,Ag,0.75,0.25,top
Cu,Zn,0.75,0.25,top
Cu,Ag,0.75,0.25,bridge
Cu,Ag,0.75,0.25,top
Cu,Ag,0.75,0.25,bridge
Cu,Zn,0.5,0.5,bridge
Cu,Ag,0.75,0.25,bridge
Cu,Cd,0.75,0.25,bridge
Cu,Cd,0.75,0.25,hollow
Cd,Cu,0.5,0.5,bridge
Cu,Cd,0.75,0.25,hollow
Cd,Cu,0.5,0.5,top
Cd,Cu,0.5,0.5,top
Zn,Zr,0.75,0.25,bridge
Cu,W,0.75,0.25,hollow
Zn,Y,0.75,0.25,bridge
Zn,La,0.75,0.25,bridge
Zn,Sc,0.75,0.25,bridge
Zn,Hf,0.75,0.25,bridge
Cu,W,0.75,0.25,top
Zn,La,0.75,0.25,hollow
Zn,Sc,0.75,0.25,hollow
Zn,Hf,0.75,0.25,hollow
Zn,Ti,0.75,0.25,bridge
Zn,La,0.75,0.25,hollow
Zn,Sc,0.75,0.25,hollow
Zn,Hf,0.75,0.25,hollow
Zn,Ti,0.75,0.25,hollow
Cu,Fe,0.75,0.25,hollow
Zn,Ti,0.75,0.25,hollow
Cu,Fe,0.75,0.25,hollow
Zn,Ti,0.75,0.25,top
Zn,Ti,0.75,0.25,top
Zn,Ta,0.75,0.25,bridge
Zn,Nb,0.75,0.25,bridge
Zn,W,0.75,0.25,bridge
Zn,Os,0.75,0.25,top
Zn,Ir,0.75,0.25,bridge
Zn,Pt,0.75,0.25,bridge
Zn,Pd,0.75,0.25,bridge
Zn,Au,0.75,0.25,bridge
Zn,Ag,0.75,0.25,bridge
Zn,Ta,0.75,0.25,hollow
Zn,Cr,0.75,0.25,bridge
Zn,Mn,0.75,0.25,bridge
Zn,Pt,0.75,0.25,top
Zn,Pd,0.75,0.25,bridge
Zn,Au,0.75,0.25,bridge
Zn,Ag,0.75,0.25,bridge
Zn,Cd,0.75,0.25,bridge
Co,Ta,0.75,0.25,hollow
Zn,Ta,0.75,0.25,hollow
Zn,V,0.75,0.25,bridge
Zn,Cr,0.75,0.25,hollow
Zn,Mo,0.75,0.25,hollow
Zn,Ru,0.75,0.25,top
Zn,Rh,0.75,0.25,bridge
Zn,Ni,0.75,0.25,bridge
Zn,Fe,0.75,0.25,bridge
Zn,Mn,0.75,0.25,hollow
Zn,Au,0.75,0.25,hollow
Zn,Cd,0.75,0.25,bridge
Zn,V,0.75,0.25,hollow
Zn,Mo,0.75,0.25,hollow
Zn,Rh,0.75,0.25,top
Zn,Ni,0.75,0.25,hollow
Zn,Fe,0.75,0.25,hollow
Zn,Mn,0.75,0.25,hollow
Zn,Cu,0.75,0.25,bridge
Zn,Cd,0.75,0.25,bridge
Zn,V,0.75,0.25,hollow
Zn,Fe,0.75,0.25,hollow
Zn,Mn,0.75,0.25,top
Zn,Cu,0.75,0.25,bridge
Zn,Cd,0.75,0.25,top
Zn,Fe,0.75,0.25,top
Zn,Mn,0.75,0.25,top
Zn,Cd,0.75,0.25,top
Co,Ta,0.75,0.25,top
Zn,Fe,0.75,0.25,top
Cd,Zn,0.5,0.5,bridge
Cd,La,0.75,0.25,bridge
Cd,Zr,0.75,0.25,hollow
Cd,Nb,0.75,0.25,hollow
Cd,V,0.75,0.25,bridge
Cd,La,0.75,0.25,hollow
Cd,Zr,0.75,0.25,hollow
Cd,Hf,0.75,0.25,bridge
Cd,Ta,0.75,0.25,bridge
Cd,V,0.75,0.25,hollow
Cd,Y,0.75,0.25,bridge
Cd,La,0.75,0.25,hollow
Cd,Sc,0.75,0.25,bridge
Cd,Zr,0.75,0.25,bridge
Cd,Hf,0.75,0.25,hollow
Cd,Ti,0.75,0.25,bridge
Cd,Ta,0.75,0.25,hollow
Cd,Mo,0.75,0.25,hollow
Cd,Y,0.75,0.25,hollow
Cd,Sc,0.75,0.25,hollow
Cd,Hf,0.75,0.25,hollow
Cd,Ti,0.75,0.25,hollow
Cd,Ir,0.75,0.25,bridge
Cd,Rh,0.75,0.25,bridge
Cd,Y,0.75,0.25,hollow
Cd,Sc,0.75,0.25,hollow
Cd,Ti,0.75,0.25,hollow
Cd,Tc,0.75,0.25,top
Cd,Y,0.75,0.25,top
Cd,Sc,0.75,0.25,top
Cd,Ni,0.75,0.25,bridge
Cd,Y,0.75,0.25,top
Cd,Sc,0.75,0.25,top
Cd,Ni,0.75,0.25,top
Cd,Ni,0.75,0.25,top
Cd,Pd,0.75,0.25,bridge
Cd,Au,0.75,0.25,bridge
Cd,Au,0.75,0.25,bridge
Cd,Cu,0.75,0.25,bridge
Cd,Zn,0.75,0.25,bridge
Hg,La,0.75,0.25,bridge
Hg,Sc,0.75,0.25,hollow
Hg,Ti,0.75,0.25,top
Cd,Pt,0.75,0.25,bridge
Cd,Pd,0.75,0.25,bridge
Cd,Pd,0.75,0.25,bridge
Cd,Au,0.75,0.25,bridge
Cd,Ag,0.75,0.25,bridge
Cd,Cu,0.75,0.25,bridge
Cd,Zn,0.75,0.25,top
Hg,Y,0.75,0.25,bridge
Hg,La,0.75,0.25,top
Hg,Zr,0.75,0.25,bridge
Hg,V,0.75,0.25,top
Cd,Mn,0.75,0.25,bridge
Cd,Ag,0.75,0.25,bridge
Cd,Cu,0.75,0.25,bridge
Cd,Zn,0.75,0.25,bridge
Cd,Zn,0.75,0.25,top
Hg,V,0.75,0.25,top
Cd,Ag,0.75,0.25,bridge
Cd,Zn,0.75,0.25,bridge
Hg,Zr,0.75,0.25,top
Cd,Mn,0.75,0.25,top
Cd,Fe,0.75,0.25,top
Cd,Mn,0.75,0.25,top
Cd,Fe,0.75,0.25,top
Hg,Ag,0.75,0.25,top
Hg,Cu,0.75,0.25,top
Hg,Zn,0.75,0.25,bridge
Hg,Cd,0.75,0.25,top
Hg,Re,0.75,0.25,top
Hg,Tc,0.75,0.25,top
Hg,Os,0.75,0.25,top
Hg,Ru,0.75,0.25,top
Hg,Zn,0.75,0.25,bridge
Hg,Cd,0.75,0.25,bridge
Hg,Tc,0.75,0.25,top
Hg,Ru,0.75,0.25,top
Hg,Fe,0.75,0.25,top
Hg,Zn,0.75,0.25,top
Hg,Cd,0.75,0.25,bridge
Co,Nb,0.75,0.25,hollow
Hg,Cd,0.75,0.25,bridge
La,Zr,0.75,0.25,bridge
La,Zr,0.5,0.5,bridge
La,Y,0.5,0.5,bridge
La,Sc,0.5,0.5,bridge
La,Hf,0.75,0.25,bridge
Hf,La,0.5,0.5,bridge
Hf,Ti,0.5,0.5,bridge
Hf,Nb,0.5,0.5,bridge
Hf,La,0.5,0.5,hollow
Hf,Nb,0.75,0.25,hollow
Hf,V,0.75,0.25,hollow
Hf,V,0.5,0.5,bridge
Hf,V,0.75,0.25,hollow
Hf,V,0.5,0.5,bridge
Cr,Mo,0.5,0.5,bridge
Cr,Re,0.5,0.5,bridge
Cr,Os,0.5,0.5,bridge
Cr,Ru,0.75,0.25,hollow
Cr,Ru,0.5,0.5,bridge
Cr,Tc,0.5,0.5,bridge
Cr,Ru,0.75,0.25,hollow
Cr,Ir,0.5,0.5,bridge
Cr,W,0.75,0.25,bridge
Cr,Tc,0.75,0.25,hollow
Cr,Tc,0.5,0.5,bridge
Cr,Os,0.75,0.25,hollow
Cr,Ru,0.75,0.25,hollow
Cr,Ir,0.75,0.25,hollow
Cr,Ir,0.5,0.5,bridge
Cr,Rh,0.75,0.25,bridge
Hf,Cr,0.75,0.25,hollow
Cr,Tc,0.75,0.25,hollow
Cr,Tc,0.5,0.5,bridge
Cr,Os,0.75,0.25,hollow
Cr,Ir,0.75,0.25,hollow
Hf,Cr,0.75,0.25,hollow
Cr,Ir,0.75,0.25,hollow
Hf,Cr,0.75,0.25,hollow
Sc,La,0.75,0.25,bridge
Sc,Zr,0.5,0.5,bridge
Hf,Sc,0.5,0.5,bridge
La,Y,0.75,0.25,bridge
Sc,Zr,0.5,0.5,bridge
Hf,Sc,0.5,0.5,bridge
Hf,Zr,0.5,0.5,bridge
Sc,Y,0.75,0.25,hollow
Sc,Zr,0.75,0.25,bridge
Sc,Zr,0.5,0.5,bridge
Sc,Y,0.75,0.25,hollow
Sc,Zr,0.75,0.25,bridge
Sc,Hf,0.75,0.25,hollow
Zr,Y,0.75,0.25,hollow
Zr,Sc,0.75,0.25,bridge
Hf,Zr,0.5,0.5,bridge
Sc,Zr,0.75,0.25,hollow
Sc,Hf,0.75,0.25,hollow
Zr,Y,0.75,0.25,hollow
Zr,Sc,0.75,0.25,hollow
Y,Zr,0.75,0.25,hollow
Y,Zr,0.5,0.5,bridge
Hf,Y,0.5,0.5,bridge
Y,Ta,0.75,0.25,bridge
Ta,Y,0.5,0.5,bridge
Ta,Y,0.5,0.5,hollow
Sc,Hf,0.75,0.25,hollow
Y,Sc,0.75,0.25,hollow
Y,Zr,0.5,0.5,bridge
Nb,Y,0.5,0.5,bridge
Y,Sc,0.75,0.25,hollow
Y,Zr,0.75,0.25,hollow
Y,Nb,0.75,0.25,bridge
Y,Cr,0.75,0.25,hollow
W,Y,0.5,0.5,bridge
Y,Tc,0.75,0.25,bridge
Tc,Y,0.5,0.5,~
Y,V,0.75,0.25,hollow
Y,Mo,0.75,0.25,hollow
Tc,Y,0.5,0.5,bridge
Y,Os,0.75,0.25,hollow
Y,V,0.75,0.25,hollow
Y,Mo,0.75,0.25,hollow
Y,W,0.75,0.25,hollow
Y,W,0.75,0.25,hollow
Os,Y,0.5,0.5,bridge
Ru,Y,0.5,0.5,bridge
Ir,Y,0.5,0.5,bridge
Ru,Y,0.5,0.5,bridge
Ir,Y,0.5,0.5,bridge
Rh,Y,0.5,0.5,bridge
Co,Y,0.5,0.5,bridge
Fe,Y,0.5,0.5,bridge
Mn,Y,0.5,0.5,bridge
Ir,Y,0.5,0.5,top
Y,Mn,0.75,0.25,hollow
Mn,Y,0.5,0.5,bridge
Pt,Y,0.5,0.5,bridge
Y,Au,0.75,0.25,hollow
Y,Ag,0.75,0.25,hollow
Y,Zn,0.75,0.25,hollow
Y,Au,0.75,0.25,hollow
Au,Y,0.5,0.5,bridge
Y,Ag,0.75,0.25,hollow
Y,Cu,0.75,0.25,hollow
Cu,Y,0.5,0.5,bridge
Y,Zn,0.75,0.25,hollow
Y,Cd,0.75,0.25,hollow
Y,Cu,0.75,0.25,hollow
Cu,Y,0.5,0.5,bridge
Y,Zn,0.5,0.5,bridge
Y,Zn,0.5,0.5,bridge
La,Ti,0.75,0.25,top
La,Ta,0.5,0.5,bridge
La,Ta,0.5,0.5,bridge
La,Ti,0.75,0.25,bridge
La,Nb,0.5,0.5,bridge
La,W,0.5,0.5,bridge
La,Tc,0.75,0.25,top
La,Mo,0.75,0.25,hollow
La,Mo,0.5,0.5,bridge
La,Re,0.75,0.25,top
La,Tc,0.5,0.5,bridge
La,Mo,0.5,0.5,bridge
La,Ru,0.75,0.25,top
La,Ru,0.5,0.5,bridge
Ir,La,0.5,0.5,bridge
La,Ni,0.5,0.5,bridge
La,Rh,0.5,0.5,bridge
La,Ni,0.75,0.25,top
Fe,La,0.5,0.5,bridge
La,Mn,0.75,0.25,bridge
La,Mn,0.5,0.5,bridge
La,Pd,0.75,0.25,top
La,Ag,0.75,0.25,bridge
Ag,La,0.5,0.5,bridge
La,Pt,0.5,0.5,bridge
La,Pd,0.5,0.5,bridge
Cu,La,0.5,0.5,bridge
La,Zn,0.75,0.25,bridge
La,Fe,0.75,0.25,hollow
La,Pd,0.5,0.5,hollow
La,Zn,0.5,0.5,bridge
La,Zn,0.5,0.5,bridge
La,Zn,0.5,0.5,hollow
La,Au,0.75,0.25,top
La,Cd,0.75,0.25,bridge
La,Cd,0.75,0.25,hollow
La,Cd,0.75,0.25,top
La,Hg,0.75,0.25,bridge
Sc,Ti,0.5,0.5,bridge
Nb,Sc,0.5,0.5,bridge
Sc,Ti,0.75,0.25,hollow
Sc,Ti,0.5,0.5,hollow
Nb,Sc,0.5,0.5,hollow
Sc,Ti,0.75,0.25,hollow
Sc,Ta,0.75,0.25,bridge
Sc,Nb,0.75,0.25,hollow
Cd,La,0.5,0.5,~
Sc,Ti,0.75,0.25,hollow
Sc,Ta,0.75,0.25,hollow
Sc,Nb,0.75,0.25,hollow
Sc,V,0.75,0.25,bridge
Cd,La,0.5,0.5,bridge
Sc,Ta,0.75,0.25,hollow
Sc,Ta,0.5,0.5,hollow
Sc,V,0.75,0.25,hollow
Cd,La,0.5,0.5,hollow
Sc,Ta,0.5,0.5,hollow
Sc,V,0.75,0.25,hollow
Cd,La,0.5,0.5,top
Sc,Ta,0.5,0.5,hollow
Sc,Ta,0.5,0.5,hollow
Sc,V,0.5,0.5,bridge
Sc,V,0.5,0.5,bridge
Mo,Sc,0.5,0.5,bridge
Sc,W,0.5,0.5,bridge
Re,Sc,0.5,0.5,bridge
Sc,Rh,0.75,0.25,hollow
Sc,Cr,0.75,0.25,hollow
Os,Sc,0.5,0.5,bridge
Ru,Sc,0.5,0.5,bridge
Sc,Ir,0.75,0.25,hollow
Rh,Sc,0.5,0.5,bridge
Co,Sc,0.5,0.5,bridge
Sc,Cr,0.75,0.25,hollow
Sc,Tc,0.75,0.25,hollow
Sc,Ir,0.75,0.25,hollow
Sc,Cr,0.75,0.25,hollow
Sc,W,0.75,0.25,hollow
Sc,Tc,0.75,0.25,hollow
Sc,Os,0.75,0.25,hollow
Sc,W,0.75,0.25,hollow
Sc,Tc,0.75,0.25,hollow
Sc,Os,0.75,0.25,hollow
Sc,W,0.75,0.25,hollow
Sc,Cu,0.75,0.25,bridge
Pt,Sc,0.5,0.5,bridge
Sc,Pd,0.75,0.25,hollow
Au,Sc,0.5,0.5,bridge
Sc,Fe,0.75,0.25,hollow
Sc,Pt,0.75,0.25,hollow
Sc,Pd,0.75,0.25,hollow
Sc,Cu,0.75,0.25,hollow
Sc,Fe,0.75,0.25,hollow
Sc,Pt,0.75,0.25,hollow
Cu,Sc,0.5,0.5,bridge
Cu,Sc,0.5,0.5,hollow
Sc,Zn,0.5,0.5,bridge
Cd,Sc,0.5,0.5,bridge
Sc,Cd,0.75,0.25,hollow
Sc,Zn,0.75,0.25,hollow
Sc,Cd,0.75,0.25,hollow
Sc,Hg,0.75,0.25,hollow
Sc,Zn,0.75,0.25,hollow
Sc,Hg,0.75,0.25,hollow
Hg,Sc,0.5,0.5,bridge
Zr,Ti,0.75,0.25,bridge
Ti,Zr,0.5,0.5,hollow
Ta,Zr,0.5,0.5,bridge
Zr,V,0.75,0.25,hollow
Ti,Zr,0.5,0.5,hollow
V,Zr,0.5,0.5,hollow
Zr,Nb,0.75,0.25,hollow
Zr,V,0.75,0.25,hollow
Cr,Zr,0.5,0.5,bridge
Zr,Ta,0.75,0.25,hollow
Zr,Nb,0.75,0.25,hollow
Zr,V,0.75,0.25,hollow
Zr,Ta,0.75,0.25,hollow
Zr,Nb,0.75,0.25,hollow
Zr,Ta,0.75,0.25,hollow
Zr,Nb,0.75,0.25,top
Mo,Zr,0.5,0.5,bridge
Rh,Zr,0.5,0.5,bridge
Mo,Zr,0.5,0.5,hollow
Re,Zr,0.5,0.5,bridge
Ru,Zr,0.5,0.5,bridge
Rh,Zr,0.5,0.5,hollow
Zr,Mo,0.75,0.25,hollow
Zr,Re,0.75,0.25,hollow
Tc,Zr,0.5,0.5,bridge
Zr,Ru,0.75,0.25,hollow
Zr,Ir,0.75,0.25,hollow
Zr,Rh,0.75,0.25,hollow
Ni,Zr,0.5,0.5,bridge
Zr,Fe,0.75,0.25,hollow
Zr,Re,0.75,0.25,hollow
Tc,Zr,0.5,0.5,hollow
Zr,Ir,0.75,0.25,hollow
Zr,Rh,0.75,0.25,hollow
Ni,Zr,0.5,0.5,bridge
Zr,Fe,0.75,0.25,hollow
Ni,Zr,0.5,0.5,hollow
Zr,Fe,0.75,0.25,hollow
Zr,Ni,0.75,0.25,hollow
Fe,Zr,0.5,0.5,bridge
Pt,Zr,0.5,0.5,bridge
Zr,Pd,0.75,0.25,bridge
Au,Zr,0.5,0.5,hollow
Ag,Zr,0.5,0.5,bridge
Ag,Zr,0.5,0.5,bridge
Zr,W,0.75,0.25,hollow
Mn,Zr,0.5,0.5,bridge
Zr,Ag,0.75,0.25,hollow
Ag,Zr,0.5,0.5,hollow
Zr,Cu,0.75,0.25,bridge
Zr,W,0.75,0.25,hollow
Zr,Mn,0.75,0.25,bridge
Zr,Pt,0.75,0.25,bridge
Zr,Au,0.75,0.25,hollow
Ag,Zr,0.5,0.5,hollow
Zr,Mn,0.75,0.25,hollow
Zr,Pt,0.75,0.25,hollow
Zr,Au,0.75,0.25,hollow
Ag,Zr,0.5,0.5,top
Zn,Zr,0.5,0.5,bridge
Cd,Zr,0.5,0.5,bridge
Zr,Mn,0.75,0.25,hollow
Zr,Pt,0.75,0.25,hollow
Zr,Cd,0.75,0.25,top
Hf,Sc,0.75,0.25,bridge
Hf,Zr,0.75,0.25,bridge
Hf,W,0.5,0.5,bridge
Hf,La,0.75,0.25,bridge
Hf,Mo,0.75,0.25,top
Hf,Tc,0.5,0.5,bridge
Hf,Mo,0.5,0.5,bridge
Hf,W,0.75,0.25,hollow
Hf,Re,0.75,0.25,hollow
Hf,Re,0.5,0.5,bridge
Hf,Mo,0.5,0.5,hollow
Hf,W,0.75,0.25,hollow
Hf,Re,0.75,0.25,hollow
W,Zr,0.5,0.5,bridge
Hf,Mo,0.5,0.5,hollow
Hf,W,0.75,0.25,hollow
Hf,Os,0.75,0.25,hollow
Hf,Ir,0.75,0.25,hollow
Hf,Ir,0.5,0.5,hollow
Hf,Os,0.75,0.25,hollow
Hf,Rh,0.75,0.25,hollow
Hf,Ru,0.75,0.25,hollow
Hf,Rh,0.75,0.25,hollow
Hf,Ru,0.75,0.25,hollow
Hf,Rh,0.75,0.25,hollow
Hf,Ni,0.5,0.5,bridge
Hf,Ru,0.75,0.25,top
Hf,Rh,0.75,0.25,top
Co,Hf,0.5,0.5,hollow
Hf,Pt,0.5,0.5,bridge
Hf,Pd,0.75,0.25,bridge
Hf,Pd,0.5,0.5,bridge
Ag,Hf,0.5,0.5,bridge
Hf,Pt,0.75,0.25,hollow
Hf,Pd,0.75,0.25,hollow
Au,Hf,0.5,0.5,hollow
Hf,Cu,0.75,0.25,hollow
Hf,Mn,0.75,0.25,hollow
Hf,Mn,0.75,0.25,hollow
Hf,Zn,0.5,0.5,bridge
Hf,Zn,0.75,0.25,top
Ti,Y,0.75,0.25,bridge
Ti,Sc,0.75,0.25,hollow
Ti,Nb,0.75,0.25,bridge
Hf,Cd,0.75,0.25,hollow
Ti,Y,0.75,0.25,hollow
