Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,ads_energy
Hg,Y,0.75,0.25,3,0.14400046654284893
Pt,Mo,0.75,0.25,3,-0.10444667915632522
Y,Hg,0.75,0.25,3,-1.0747220413568073
Cu,Ag,0.75,0.25,3,-0.053750918660597335
Hg,Y,0.75,0.25,3,0.11196940234097497
Os,Ru,0.5,0.5,3,-0.3349426110571301
Cu,Ag,0.75,0.25,3,-0.029431968860961888
Ir,Ni,0.5,0.5,3,-0.2477332550615472
Cu,Ag,0.75,0.25,3,0.061650927637884934
Ir,Ni,0.5,0.5,3,-0.273229505356511
Os,W,0.75,0.25,3,-0.3943866954568591
Cu,Ag,0.75,0.25,3,0.07007584424084712
Re,Co,0.75,0.25,3,-0.6620280709603037
Os,W,0.75,0.25,3,-0.3428004423576283
Re,Co,0.75,0.25,3,-0.5806654889592835
Ta,Tc,0.5,0.5,3,-0.7731275253563297
Ta,Tc,0.5,0.5,1,-0.045862202357028536
Os,W,0.75,0.25,3,-0.4705925841544456
Re,Co,0.75,0.25,3,-0.5801008527623424
Ta,Tc,0.5,0.5,3,-0.5834092128561394
Os,W,0.75,0.25,3,-0.4335071414561469
Zr,Re,0.75,0.25,3,-0.8305983763557094
Re,Co,0.75,0.25,3,-0.5893055115584218
Ta,Tc,0.5,0.5,1,0.33346326414269356
Ag,Cr,0.75,0.25,1,-0.06283067716046276
Re,Hg,0.75,0.25,3,-0.037270752159173526
W,Cd,0.75,0.25,3,-1.0379981018586193
Ag,Sc,0.5,0.5,0,0.09096493514246617
Ru,Ti,0.5,0.5,3,-0.53543744796022
Ag,Sc,0.5,0.5,2,-0.7761592817577991
Hf,Pd,0.5,0.5,2,-0.8281139769560184
Ru,Ti,0.5,0.5,3,-0.7697258303587375
W,Sc,0.75,0.25,2,-0.9024424162589355
Hg,Ni,0.5,0.5,1,1.0987760882353825
Ag,Sc,0.5,0.5,1,0.18252634384137423
Co,Ru,0.5,0.5,3,-0.32935407305828335
Hg,Ni,0.5,0.5,1,0.15565006803902293
Pt,Ta,0.5,0.5,3,-0.206388550460332
Ru,Ti,0.5,0.5,1,0.6481324417409553
Nb,Pd,0.75,0.25,3,-1.0093088677558342
Co,Ru,0.5,0.5,3,-0.3578314665564619
Hg,Os,0.75,0.25,3,1.405709205643717
Nb,Pd,0.75,0.25,3,-0.9132696898586516
Co,Ru,0.5,0.5,3,-0.41089244066003516
Ir,Mn,0.5,0.5,2,0.39843153164204637
Pt,Ta,0.5,0.5,3,-0.06820315675847155
Hg,Os,0.75,0.25,3,1.3471402393415985
Co,Ru,0.5,0.5,3,-0.3494318566581285
Mo,Cr,0.75,0.25,1,0.1302910992426689
Cr,Au,0.75,0.25,3,-0.8388363506591929
Ir,Mn,0.5,0.5,3,0.3879805914448582
Pt,Ta,0.5,0.5,3,-0.3796686020604909
Ir,Mn,0.5,0.5,3,0.1877977330450733
Cu,Fe,0.75,0.25,1,0.251688293640683
Hf,Ta,0.5,0.5,3,-0.9352038339593207
Ir,Mn,0.5,0.5,1,0.9390783268436564
Pt,Ta,0.5,0.5,3,-0.6402336573582659
Hf,Ta,0.5,0.5,3,-0.959748774256667
Hf,Pd,0.5,0.5,3,0.05011751864097391
Os,Pt,0.5,0.5,2,-0.24931233165895605
Pt,W,0.75,0.25,1,-0.03458866215711964
Hf,Ta,0.5,0.5,3,-0.903726793559116
La,Mo,0.75,0.25,1,-0.24916838345868086
Os,Pt,0.5,0.5,3,-0.02780663286009144
Re,V,0.5,0.5,3,-0.5934095325564783
Sc,V,0.5,0.5,2,-0.9079144894594435
Pt,W,0.75,0.25,1,-0.2932981730582185
Os,Pt,0.5,0.5,1,-0.3084410360597474
Re,V,0.5,0.5,3,-0.8003759167577016
Zn,Ag,0.75,0.25,2,0.5287924280355867
Sc,V,0.5,0.5,3,-0.8132584661607041
Cr,Mo,0.75,0.25,3,-0.830028842056862
Ir,Rh,0.5,0.5,3,-0.24611513005854135
Sc,V,0.5,0.5,3,-0.8593073386609547
Hf,Ta,0.5,0.5,3,-0.9892985684591338
Cr,Mo,0.75,0.25,3,-0.8629022346567297
Re,Hf,0.75,0.25,3,-0.42771791955871663
Ir,Rh,0.5,0.5,3,-0.23175500255726433
Sc,V,0.5,0.5,3,-0.9152101335593841
Re,Hf,0.75,0.25,3,-0.7863235499598602
Ir,Rh,0.5,0.5,3,-0.20809266345801802
Re,Hf,0.75,0.25,3,-0.6311404291581937
Ir,Rh,0.5,0.5,1,-0.007063803156569293
Hg,Zr,0.5,0.5,2,-0.6831250569584597
Co,Au,0.75,0.25,3,-0.31050325086013686
Co,Ag,0.75,0.25,1,0.21279914434219904
Hg,Zr,0.5,0.5,3,0.24342936644191582
Co,Au,0.75,0.25,3,-0.2803775277634202
Zn,Nb,0.75,0.25,1,0.6256314845386726
Pt,Y,0.75,0.25,1,-0.32243231335721134
Co,Ag,0.75,0.25,1,0.8339257843408916
Pd,Pt,0.75,0.25,3,-0.2288550853545246
Zn,Nb,0.75,0.25,1,-0.03671468755689489
Ru,Pt,0.75,0.25,3,-0.40231364365806144
Pd,Pt,0.75,0.25,3,-0.18301982225872848
Pt,Y,0.75,0.25,1,1.3332670594400327
Ru,Pt,0.75,0.25,3,-0.33930881365719756
Pd,Pt,0.75,0.25,3,-0.29893487525893647
Hf,Ni,0.75,0.25,3,-1.0183171963571738
Ru,Pt,0.75,0.25,3,-0.178751308557338
Pd,Pt,0.75,0.25,3,-0.26828587725228203
W,Os,0.75,0.25,3,-0.7180470585580849
Ir,Sc,0.75,0.25,3,-0.33434572926032047
Hf,Nb,0.5,0.5,3,-0.8822352425586075
Fe,Zn,0.5,0.5,3,-0.38484094195789
Ru,Pt,0.75,0.25,3,-0.1413381047595692
Os,Ti,0.75,0.25,3,-0.4317758171555113
Ir,Sc,0.75,0.25,3,-0.44203927085888495
Hf,Nb,0.5,0.5,3,-0.9031395718584179
Nb,Ru,0.5,0.5,3,-0.6286197026556408
Fe,Zn,0.5,0.5,3,0.08646104294260226
Hf,Nb,0.5,0.5,3,-0.8285773867564501
Nb,Ru,0.5,0.5,3,-0.3897030720572445
Rh,W,0.5,0.5,3,-0.442771665259869
Fe,Zn,0.5,0.5,3,0.1286004559379137
Hf,Nb,0.5,0.5,3,-0.9404942711580304
Rh,W,0.5,0.5,3,-0.4604743031586338
Fe,Zn,0.5,0.5,1,0.1845448842368853
Cu,Zn,0.5,0.5,3,0.16332639943814797
La,Ir,0.75,0.25,1,-0.17356114515766308
Rh,W,0.5,0.5,3,-0.6187916310582011
Cu,Zn,0.5,0.5,3,0.15917217353947422
Rh,W,0.5,0.5,3,-0.6240996196601998
Os,Zn,0.5,0.5,2,-0.33160105305339016
Cu,Zn,0.5,0.5,3,0.31480795573682485
Cr,Os,0.5,0.5,3,-0.6082439544579472
Cu,Rh,0.75,0.25,3,-0.09061336405918041
Zn,Cd,0.75,0.25,3,0.615551707743208
Cu,Pd,0.75,0.25,3,-0.0395679372586244
Ta,V,0.75,0.25,3,-0.9323213320594448
Ag,Ru,0.75,0.25,3,0.33046606624068886
Cu,Rh,0.75,0.25,3,0.28480672474054813
Zn,Cd,0.75,0.25,3,0.5627647523442931
Cu,Pd,0.75,0.25,3,0.24087925164442936
Ta,V,0.75,0.25,3,-1.0705701283577298
Ag,Ru,0.75,0.25,3,0.745491235743458
Cu,Rh,0.75,0.25,3,-0.2540024857580363
Cu,Pd,0.75,0.25,3,-0.008572130157489255
Ag,Ru,0.75,0.25,3,-0.33635243285877436
Co,Ta,0.75,0.25,3,-0.5856761932581946
Hg,Cd,0.75,0.25,3,1.5976516406454095
Ir,Ti,0.75,0.25,3,-0.28517435045702655
La,Ta,0.75,0.25,3,-0.4770272600571559
Cu,Rh,0.75,0.25,3,-0.3278170380644667
Cu,Pd,0.75,0.25,3,-0.05512795075534882
Ag,Ru,0.75,0.25,3,-0.39491609295416197
Y,Mo,0.75,0.25,3,-1.0205652648573675
Ir,Ti,0.75,0.25,3,-0.3612983329576025
La,Ta,0.75,0.25,3,-0.6721855363602742
Ta,V,0.75,0.25,3,-0.962659576059167
Ir,Ti,0.75,0.25,3,-0.5300880979584406
Ta,V,0.75,0.25,3,-0.9982464878584949
Ir,Ti,0.75,0.25,3,-0.3934510319586195
Ir,Mn,0.75,0.25,3,-0.2550743422570747
Ir,Mn,0.75,0.25,3,-0.22653599525708046
Ag,Rh,0.75,0.25,1,-0.1380945077534932
Ir,Mn,0.75,0.25,3,-0.21756562645802546
Ir,Mn,0.75,0.25,3,-0.3018482620563816
Mo,Nb,0.5,0.5,3,-0.7422861429576812
Os,Zn,0.5,0.5,3,0.2203402352470505
Mo,Nb,0.5,0.5,3,-0.8513363079573253
Cu,Zn,0.5,0.5,3,0.3013132862334089
Mo,Nb,0.5,0.5,3,-0.7837108489574973
Sc,Nb,0.75,0.25,3,-0.9586050798561416
Pd,Nb,0.75,0.25,3,-0.07311277065579702
Re,La,0.75,0.25,3,-0.4062167085603221
Re,Mo,0.75,0.25,3,-0.6025303801570487
Pd,Nb,0.75,0.25,3,0.0328392423444086
Pd,Nb,0.75,0.25,3,-0.13854948205604956
Re,La,0.75,0.25,3,0.03953011334036205
Cd,Ta,0.75,0.25,1,0.9669290422434926
Re,Mo,0.75,0.25,3,-0.6188657820557353
Pd,Nb,0.75,0.25,3,-0.21335711375556343
Hf,Hg,0.5,0.5,2,-0.7465794190565873
Mo,Nb,0.5,0.5,3,-0.8113875474545864
Cd,Ta,0.75,0.25,1,-0.42666429465586475
Hf,Rh,0.5,0.5,3,-0.4928969390557256
Cu,Zn,0.5,0.5,1,0.5714885858406262
Re,Mo,0.75,0.25,3,-0.6747238142588401
Pd,Ru,0.75,0.25,3,-0.05740704026081289
Pt,Re,0.75,0.25,3,-0.10127138285221804
Ta,Tc,0.75,0.25,3,-1.2006402710566988
Mo,Ta,0.75,0.25,3,-0.7522774828566696
Re,Mo,0.75,0.25,3,-0.6457072271577715
Nb,Mn,0.75,0.25,3,-0.9277822010580792
Zn,W,0.75,0.25,3,0.7943256015360305
Pd,Ru,0.75,0.25,3,-0.16669707365778663
Pt,Re,0.75,0.25,3,-0.19848051425557856
Mo,Ta,0.75,0.25,3,-0.8498273007562318
Zn,W,0.75,0.25,3,0.8231741583377072
Pd,Ru,0.75,0.25,3,-0.28742486805910517
Mo,Ta,0.75,0.25,3,-0.8588636570557071
Zn,W,0.75,0.25,3,-0.5333155042598889
Pd,Ru,0.75,0.25,3,-0.29293789445998186
Mo,Nb,0.5,0.5,1,0.15322566984198716
Zn,W,0.75,0.25,3,-0.5749425268577113
Pt,Re,0.75,0.25,3,0.09325014714798385
Tc,Ta,0.75,0.25,3,-0.637538233658205
Hf,Rh,0.5,0.5,3,-0.4275776448548356
Pt,Re,0.75,0.25,3,0.07856511564844482
Cu,Re,0.75,0.25,3,-0.026496268756972086
Tc,Ta,0.75,0.25,3,-0.7156204833581512
V,Hf,0.75,0.25,3,-0.6907258767559767
Cu,Re,0.75,0.25,3,0.5309713795368509
Tc,Ta,0.75,0.25,3,-0.7294629143570717
V,Hf,0.75,0.25,3,-0.7356861578582254
Cu,Re,0.75,0.25,3,-0.48592062065924324
Tc,Ta,0.75,0.25,3,-0.696423124157235
V,Hf,0.75,0.25,3,-0.9497764824581907
Rh,Ta,0.5,0.5,3,-0.4353766995581907
Hf,Rh,0.5,0.5,3,-0.12128168205796896
Cu,Zn,0.5,0.5,1,0.8404820951336944
Cu,Re,0.75,0.25,3,-0.6107450888584651
Ag,Mo,0.75,0.25,3,0.2777212885421534
Rh,Ta,0.5,0.5,3,-0.5000422403599885
Ag,Mo,0.75,0.25,3,0.8509152118431587
Rh,Ta,0.5,0.5,3,-0.6896970142579164
Pd,Rh,0.5,0.5,3,-0.20069225555832304
Cr,Os,0.5,0.5,3,-0.6130424099564777
Ag,Mo,0.75,0.25,3,-0.3539558851616391
Rh,Ta,0.5,0.5,3,-0.6390223425578085
Fe,La,0.75,0.25,1,-0.11607491985975571
Pd,Rh,0.5,0.5,3,-0.25475365605868205
Ag,Mo,0.75,0.25,3,-0.43233691585825795
Fe,Hf,0.5,0.5,2,-0.6333052308536651
Pt,Y,0.5,0.5,2,0.046047375942208646
Ru,Zn,0.5,0.5,1,0.9349790679416685
Fe,Hf,0.5,0.5,3,-0.8501132923547345
Pt,Y,0.5,0.5,3,-0.3132686076559992
Mo,Zr,0.5,0.5,2,-0.7657188180591845
Cd,Mn,0.5,0.5,2,0.579831324143953
Fe,Hf,0.75,0.25,3,-0.6587663785603297
Ag,Nb,0.75,0.25,3,0.2767419507372608
Zr,Hg,0.75,0.25,3,-1.0851435931571984
Hf,Mo,0.75,0.25,3,-1.0357361555606701
Hf,Mo,0.75,0.25,3,-1.1031101814578221
Co,Zn,0.75,0.25,3,-0.5095173802610304
Co,Cu,0.75,0.25,3,-0.3304625287555325
Ag,Nb,0.75,0.25,3,0.8406727108386178
Zr,Hg,0.75,0.25,3,-1.0389804328578691
Hf,Mo,0.75,0.25,3,-0.7846783496597425
Co,Cu,0.75,0.25,3,-0.38321111605816327
Hf,Ag,0.75,0.25,3,-1.0657516725577523
Ag,Nb,0.75,0.25,3,-0.3094338434593453
Hf,Mo,0.75,0.25,3,-0.8172027562604569
Co,Cu,0.75,0.25,3,-0.23001401816051725
Hf,Ag,0.75,0.25,3,-0.9744740786581758
Mo,Rh,0.75,0.25,3,-0.8254814116580462
Tc,Ti,0.75,0.25,3,-0.6756028780573331
Ag,Nb,0.75,0.25,3,-0.37115552076190284
Co,Cu,0.75,0.25,3,-0.2103352896583317
Pd,Zn,0.75,0.25,3,-0.201806289557652
Tc,Ti,0.75,0.25,3,-0.6821642230597433
Tc,Ti,0.75,0.25,3,-0.6397551451582046
W,Fe,0.75,0.25,1,0.15476406543987764
Tc,Ti,0.75,0.25,3,-0.5267457237596034
Cr,Ta,0.5,0.5,3,-0.7821598000545862
Cr,Ta,0.5,0.5,1,0.35889502344528523
Re,Cd,0.75,0.25,2,-0.015134971657033702
Cr,Ta,0.5,0.5,3,-0.9064487482564516
Ta,Ir,0.75,0.25,3,-0.7587331115600762
Mn,Zn,0.5,0.5,3,-0.1883271305623282
Tc,Pt,0.75,0.25,1,0.033083736540930886
Cr,Ta,0.5,0.5,1,0.013719163344859453
Pd,La,0.75,0.25,1,1.1696314025439563
Fe,Hf,0.5,0.5,1,-0.2992999158513783
Rh,La,0.75,0.25,3,-0.421034667556313
W,Mo,0.75,0.25,1,-0.02643803635780273
Mn,Zn,0.5,0.5,3,0.3135879333358673
Cu,W,0.5,0.5,2,-0.7465658133578188
Fe,Hf,0.5,0.5,1,0.5009172224463612
Rh,La,0.75,0.25,3,-0.7599132691566126
W,Mo,0.75,0.25,1,0.15216619464356995
Cu,W,0.5,0.5,3,-0.2627135300562884
Mo,Zr,0.5,0.5,3,-0.8716874299597919
Cu,W,0.5,0.5,3,-0.28172421915857626
Os,Pd,0.5,0.5,3,-0.365895288056862
W,Ni,0.75,0.25,1,0.184293178944273
Os,Pd,0.5,0.5,3,-0.15136359485674689
Mn,Zn,0.5,0.5,1,0.4520971425381788
Os,Pd,0.5,0.5,3,-0.3409827219574879
Au,Ta,0.5,0.5,2,-0.7162545086602847
Hf,Cu,0.75,0.25,3,-1.0176411295533114
Mo,Os,0.75,0.25,1,-0.1343264113556586
Ta,V,0.5,0.5,3,-0.9063755496563033
Ag,Cu,0.75,0.25,3,0.3659272614395661
Ag,Pt,0.5,0.5,2,-0.340017534158477
Ta,V,0.5,0.5,3,-0.8505395587553437
Au,Ta,0.5,0.5,3,0.08074243454123575
Mo,Zr,0.5,0.5,1,0.6469486105425233
Ag,Cu,0.75,0.25,3,0.3590317607386453
Zn,Pd,0.75,0.25,3,0.5318494909379581
Zn,Pd,0.75,0.25,3,0.3721921383412621
Fe,Sc,0.75,0.25,3,-0.48272341905882854
Ag,Cu,0.75,0.25,3,0.17736107893964004
Zn,Pd,0.75,0.25,3,0.3282978632423976
Ag,Sc,0.75,0.25,3,0.3127094137389861
Ag,Cu,0.75,0.25,3,0.19140405784222025
Zn,Pd,0.75,0.25,3,0.34793659103982577
Co,Tc,0.75,0.25,3,-0.37956370226217473
Ag,Sc,0.75,0.25,3,0.04794863524242032
Ta,V,0.5,0.5,1,0.21566776844431956
Ru,Ta,0.75,0.25,1,0.38972620164079785
Au,Ta,0.5,0.5,1,0.01650152734239896
Cr,Rh,0.5,0.5,3,-0.6004727913559407
Os,Rh,0.5,0.5,3,-0.32514474415708605
Au,Cd,0.75,0.25,3,0.39675980024279056
Mo,Mn,0.75,0.25,3,-0.8090834235581212
Cr,Rh,0.5,0.5,3,-0.5453051120557291
W,Mn,0.75,0.25,1,0.2560721836426012
La,Y,0.5,0.5,3,-0.7622167129584057
Cu,Mn,0.5,0.5,3,1.576924185240415
Hg,Rh,0.5,0.5,2,-0.29552338406116974
Os,Rh,0.5,0.5,3,-0.18217354825807774
Au,Cd,0.75,0.25,3,0.4219824401452854
Cr,Rh,0.5,0.5,3,-0.40299052675888447
Cd,V,0.75,0.25,1,0.9799469681429684
La,Y,0.5,0.5,3,-0.7899618480577999
Cu,Mn,0.5,0.5,3,1.661811321741908
Hg,Rh,0.5,0.5,1,1.129916387840268
Os,Rh,0.5,0.5,3,-0.22481800445800104
Cr,Rh,0.5,0.5,3,-0.404449193057161
Y,Sc,0.75,0.25,1,0.07163546474205873
Hf,Sc,0.5,0.5,1,0.3880426334408469
La,Y,0.5,0.5,3,-0.8467770406577699
Cu,Mn,0.5,0.5,3,1.2319306414438245
Hg,Rh,0.5,0.5,1,-0.14009644925951648
Hf,Sc,0.5,0.5,3,-0.9922797115568471
Cd,V,0.75,0.25,1,-0.11393719355598364
La,Y,0.5,0.5,3,-0.7873982635582877
Cu,Mn,0.5,0.5,1,2.1446386882389845
Ag,Pt,0.5,0.5,1,-0.1318047324520819
Hf,Sc,0.5,0.5,3,-0.9818014240581476
Cu,Y,0.75,0.25,2,-0.17418156475375213
Cu,Mn,0.5,0.5,1,1.8882343897430758
Hf,Sc,0.5,0.5,3,-0.9818901331591121
Hg,Nb,0.75,0.25,1,-0.19282762136114684
Hf,Sc,0.5,0.5,3,-0.9670333978565111
Cu,Y,0.75,0.25,1,0.19712633964903148
La,V,0.75,0.25,1,-0.22056853875525917
Tc,V,0.5,0.5,3,-0.6012163424556718
Cu,Y,0.75,0.25,1,0.5614006455444098
Tc,V,0.5,0.5,3,-0.7158123235558094
La,Mn,0.75,0.25,1,-0.01061420845778116
La,W,0.75,0.25,1,-0.3138239920581043
Os,Sc,0.5,0.5,3,-0.9887059044585556
Zr,Cu,0.75,0.25,1,0.1992816173415406
Os,Sc,0.5,0.5,2,-0.8874825497577774
Ni,V,0.75,0.25,1,0.14019767563971186
Zn,La,0.75,0.25,1,0.4292178110418092
Tc,V,0.5,0.5,1,-0.0016479213581703789
Zn,La,0.75,0.25,1,0.47512708913657775
Cu,Hf,0.5,0.5,2,-0.900437073351867
Cu,Hf,0.5,0.5,1,0.07138729684177747
Cd,Rh,0.75,0.25,1,-0.12180944685948702
Cu,Hf,0.5,0.5,0,-0.1826844419547058
Tc,V,0.5,0.5,1,0.3978966918448634
Mo,Ti,0.75,0.25,3,-0.6632517669595188
Cu,Sc,0.5,0.5,3,-0.6971983765606353
Mo,Ti,0.75,0.25,3,-0.8295748201589674
Rh,Pd,0.75,0.25,3,-0.3802535108579548
Cr,Rh,0.75,0.25,1,0.08256314824487276
Hg,Pt,0.75,0.25,1,0.009033090941585442
Y,La,0.75,0.25,3,-0.9223803332579052
Mo,Ti,0.75,0.25,3,-0.8209669070592724
Rh,Pd,0.75,0.25,3,-0.2900436916597471
Ni,Re,0.5,0.5,3,-0.3636280355558199
Re,Pt,0.75,0.25,1,-0.016776770556106158
W,Ru,0.75,0.25,1,0.0874980687413256
Y,La,0.75,0.25,3,-0.8695381387578607
Rh,Pd,0.75,0.25,3,-0.25077181425783124
Ni,Re,0.5,0.5,3,-0.49770954455649985
Ta,Zn,0.5,0.5,2,-0.8231181028595245
Pt,Ag,0.75,0.25,2,-0.20662052756139815
Re,Pt,0.75,0.25,1,0.0911951434436844
Ni,Re,0.75,0.25,1,0.2696927057413916
Y,La,0.75,0.25,3,-0.8503947941580634
Rh,Pd,0.75,0.25,3,-0.2545759657577662
Ni,Re,0.5,0.5,3,-0.5188031289571597
Pt,Ag,0.75,0.25,2,-0.28870693236146394
Nb,Rh,0.5,0.5,3,-0.7299510865586569
Ni,Re,0.75,0.25,1,-0.31449162335681535
Ta,Zn,0.5,0.5,3,0.022315511742846184
Nb,W,0.75,0.25,1,-0.029832520357530257
Nb,Rh,0.5,0.5,3,-0.6111053675585651
Ni,Ir,0.75,0.25,1,-0.2763099700596001
Pt,Cu,0.75,0.25,2,-0.23335884155582676
Zn,Tc,0.75,0.25,1,-0.4258483613584474
Nb,Rh,0.5,0.5,3,-0.4369952326587452
Ag,W,0.5,0.5,2,-0.7226739462630292
Pt,Sc,0.75,0.25,2,-0.22058513765929888
Cu,Os,0.5,0.5,2,-0.33469417115608735
La,Tc,0.75,0.25,3,-0.5746295959570205
Pt,Cu,0.75,0.25,1,-0.23059525335608555
Nb,Rh,0.5,0.5,3,-0.5273639663564325
Ag,W,0.5,0.5,3,-0.12329940625838276
Zn,Hg,0.75,0.25,2,0.4417749122449379
La,Tc,0.75,0.25,3,-0.674320949757174
Pt,Cu,0.75,0.25,1,0.7322591561396905
Co,Ti,0.75,0.25,1,0.747852911838919
Ag,W,0.5,0.5,3,-0.2678409711579377
Zn,Hg,0.75,0.25,1,1.108361706342322
La,Sc,0.75,0.25,1,0.00449613694311779
Y,Nb,0.75,0.25,1,-0.15276157965760717
Hg,Pd,0.75,0.25,1,0.5965457805405379
Fe,V,0.75,0.25,1,0.4601670866404959
Cu,Os,0.5,0.5,3,0.00024027644488455735
Hg,La,0.5,0.5,0,0.23378524394232159
Y,Au,0.75,0.25,1,0.22184965074214347
Ir,Tc,0.75,0.25,1,-0.1833919378577491
Cu,Os,0.5,0.5,3,-0.2553053668588916
Ag,Pd,0.5,0.5,2,-0.18166768855641635
Y,Au,0.75,0.25,1,0.29978550314356767
Ir,Tc,0.75,0.25,1,0.0789811777404168
Nb,Zr,0.5,0.5,3,-0.8266377593563163
Cu,Ru,0.5,0.5,3,-0.07522600675198987
Pd,V,0.75,0.25,1,0.24233859824110482
Hg,La,0.5,0.5,2,-0.4621769194590968
Ag,Pd,0.5,0.5,3,0.03980113873788582
Hg,Ir,0.75,0.25,1,-0.47069653165723935
Ag,Pd,0.5,0.5,3,0.1137103866431346
Cd,Cu,0.75,0.25,1,0.991366361541651
Ag,Pd,0.5,0.5,3,-0.19923590226150623
Pt,Ir,0.75,0.25,1,-0.2955455613618767
Au,Sc,0.5,0.5,2,-0.6233578373566786
Hf,Re,0.75,0.25,1,0.006111812840600805
Nb,Zr,0.5,0.5,3,-0.9376193884554311
Cu,Ru,0.5,0.5,3,-0.20918628895648794
Cd,Cu,0.75,0.25,1,0.5696666476406165
Pt,Ir,0.75,0.25,1,-0.4133130292602516
Nb,Y,0.75,0.25,2,-0.8540211191602509
Nb,Zr,0.5,0.5,3,-0.8133851351585406
Cu,Ru,0.5,0.5,3,-0.26171691305259515
Sc,Tc,0.5,0.5,2,-0.8403143370587429
Cr,Pt,0.5,0.5,3,-0.38565837195980635
Ni,Sc,0.75,0.25,1,1.0636256470397996
Au,Sc,0.5,0.5,3,0.34358916424119457
Nb,Zr,0.5,0.5,3,-0.8773744730560509
Cu,Ru,0.5,0.5,3,-0.2720888041576188
Sc,Tc,0.5,0.5,3,-0.8278409107578852
Ag,Y,0.5,0.5,0,0.09014764124097496
Mo,Tc,0.5,0.5,3,-0.7153773497584268
Hg,Y,0.5,0.5,2,-0.672301320860214
Ag,Y,0.5,0.5,2,-0.8020107766596709
Hg,Y,0.5,0.5,3,0.4237202951417487
Cr,Pt,0.5,0.5,3,-0.43206316935808786
Ag,Y,0.5,0.5,1,0.4457813803428792
Mo,Tc,0.5,0.5,3,-0.6802104456573659
Cr,Pt,0.5,0.5,3,-0.14982397475884568
Ag,Y,0.5,0.5,1,0.19869793314231288
Mo,Tc,0.5,0.5,3,-0.6641672940558863
Ag,Ti,0.75,0.25,1,0.0224300716445498
Hg,Y,0.5,0.5,1,0.3357008562425392
Cr,Pt,0.5,0.5,3,-0.08812597145785617
Nb,Y,0.75,0.25,1,0.8497433536404344
Nb,Tc,0.5,0.5,3,-0.8001642121552948
Ta,Ni,0.75,0.25,1,0.13128662764304977
Au,Re,0.75,0.25,1,-0.43461423665482357
Mo,Tc,0.5,0.5,3,-0.6767030343571321
Nb,Tc,0.5,0.5,3,-0.5720453307576179
Rh,Ni,0.75,0.25,1,0.022617694136926048
Rh,Ni,0.75,0.25,1,0.15388472953875976
Nb,Tc,0.5,0.5,1,0.3963370713436518
V,Zr,0.75,0.25,1,0.407530746245385
Pd,Co,0.75,0.25,3,-0.10898608225303974
Cd,Pd,0.5,0.5,2,-0.009191053056355258
Hg,Mo,0.75,0.25,1,1.0107114785432998
Pd,Co,0.75,0.25,3,-0.1902659416582253
Ni,Ag,0.75,0.25,1,0.17620718024502935
Ta,Sc,0.75,0.25,3,-0.7828214448590813
Pd,Co,0.75,0.25,3,-0.20431232195457483
Cu,Fe,0.5,0.5,3,-0.2165096886519393
Nb,Ir,0.75,0.25,1,-0.11195606876114539
Ni,Ag,0.75,0.25,1,0.8545962318467275
Hg,Mo,0.75,0.25,1,-0.37518062855721723
Ta,Sc,0.75,0.25,3,-0.9652590795585354
Pd,Co,0.75,0.25,3,-0.15670478135777444
Cu,Fe,0.5,0.5,3,-0.08763643865583504
Sc,Zr,0.5,0.5,3,-0.94391324555815
Hf,V,0.5,0.5,3,-1.0123649782571817
Pd,W,0.5,0.5,3,-0.2706155798577754
Mo,Cu,0.75,0.25,1,0.41709568374156447
Sc,Zr,0.5,0.5,3,-0.945818994759037
Hf,V,0.5,0.5,3,-0.9014780448551107
Pd,W,0.5,0.5,3,-0.276576097457081
Cu,Fe,0.5,0.5,3,-0.30251956685148684
Ir,Rh,0.75,0.25,1,-0.31745439885614246
Sc,Zr,0.5,0.5,3,-0.9330730465580643
Hf,V,0.5,0.5,1,-0.05647287345615837
Cu,Fe,0.5,0.5,3,-0.4068556317569971
Ag,Cu,0.5,0.5,3,0.18446855624736713
Sc,Zr,0.5,0.5,3,-0.9718579761583612
Rh,Ru,0.5,0.5,3,-0.24155831175718845
Ir,Rh,0.75,0.25,1,-0.0042694661560460645
Pd,W,0.5,0.5,2,-0.6570209042574504
Rh,Ru,0.5,0.5,3,-0.24870007555634288
Mo,Ni,0.5,0.5,3,-0.5861070855598598
Cd,Ti,0.75,0.25,1,0.9044948348428363
Ag,Cu,0.5,0.5,3,0.194425201648329
Au,Cd,0.5,0.5,3,0.6136557544423624
Ag,Cu,0.5,0.5,3,0.0519798657487911
Au,Cd,0.5,0.5,1,0.9914009199428904
Cd,Ti,0.75,0.25,1,-0.00804069185957701
Ag,Cu,0.5,0.5,3,0.07342298044480344
Hf,Ni,0.5,0.5,2,-0.7641575647566867
Ag,Cu,0.5,0.5,1,0.8377032686485393
Au,Cd,0.5,0.5,2,0.5153372149443669
Hf,Ni,0.5,0.5,1,0.022138365639904123
Rh,Ru,0.5,0.5,3,-0.3754184560557121
Mo,Ni,0.5,0.5,3,-0.6066137204606719
Fe,Pt,0.5,0.5,3,0.07909056754672861
Fe,Pt,0.5,0.5,1,0.7330414834441683
Ir,Ti,0.5,0.5,1,0.44892388694009355
Fe,Pt,0.5,0.5,3,0.14575002244330904
W,Zr,0.5,0.5,3,-0.8147771335561345
Nb,Ru,0.75,0.25,1,-0.020986643757140655
