system_id,composition_fraction
random704699,"{'Ni': 0.3333333333333333, 'As': 0.6666666666666666}"
random352842,"{'Bi': 0.6666666666666666, 'K': 0.3333333333333333}"
random1778394,"{'Y': 0.5, 'Ga': 0.5}"
random1702727,"{'Rb': 0.25, 'Na': 0.75}"
random333535,"{'Al': 0.5, 'Ni': 0.5}"
random964142,"{'Ta': 0.3333333333333333, 'Cr': 0.5, 'Cu': 0.16666666666666666}"
random1849349,"{'Fe': 0.3333333333333333, 'Cu': 0.16666666666666666, 'S': 0.5}"
random1129250,"{'Ga': 0.6, 'Hf': 0.4}"
random313872,"{'K': 0.375, 'P': 0.125, 'Se': 0.5}"
random1856028,"{'Ge': 0.6, 'Ru': 0.4}"
random732222,"{'Cr': 0.42857142857142855, 'S': 0.5714285714285714}"
random1062930,"{'Bi': 0.5, 'Pd': 0.5}"
random578847,"{'K': 0.2222222222222222, 'Hg': 0.7777777777777778}"
random2289944,"{'Y': 0.625, 'Ga': 0.375}"
random1336228,"{'Sb': 0.5, 'Y': 0.5}"
random1657430,"{'Ti': 0.5, 'Fe': 0.5}"
random1289739,"{'Sc': 0.625, 'Ru': 0.375}"
random1689404,"{'Ti': 0.6666666666666666, 'Cd': 0.3333333333333333}"
random2412160,"{'K': 0.5, 'Sb': 0.5}"
random1381966,"{'Ta': 0.2727272727272727, 'In': 0.18181818181818182, 'S': 0.5454545454545454}"
random886612,"{'Hf': 0.2727272727272727, 'Mn': 0.18181818181818182, 'Ga': 0.5454545454545454}"
random943610,"{'Ca': 0.5, 'Cd': 0.375, 'Au': 0.125}"
random237405,"{'In': 0.8, 'K': 0.2}"
random983987,"{'As': 0.5, 'Rh': 0.5}"
random1809625,"{'P': 0.36363636363636365, 'Zr': 0.6363636363636364}"
random782375,"{'Ge': 0.25, 'Ni': 0.5, 'Zn': 0.25}"
random1577689,"{'Si': 0.4444444444444444, 'P': 0.4444444444444444, 'Os': 0.1111111111111111}"
random1172819,"{'Cr': 0.25, 'Ru': 0.25, 'Ta': 0.5}"
random1986778,"{'Pd': 0.6666666666666666, 'Ti': 0.3333333333333333}"
random1048619,"{'Sr': 0.25, 'Bi': 0.75}"
random1866636,{'Ta': 1.0}
random1814061,"{'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'Zr': 0.6666666666666666}"
random1246836,"{'C': 0.5, 'V': 0.5}"
random1124323,"{'Ti': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random2456393,"{'Co': 0.42857142857142855, 'Se': 0.5714285714285714}"
random996138,"{'Ti': 0.75, 'Sb': 0.25}"
random2226033,"{'Sc': 0.3333333333333333, 'Fe': 0.6666666666666666}"
random2364921,"{'As': 0.5, 'Rh': 0.5}"
random903086,{'V': 1.0}
random1429580,"{'Nb': 0.25, 'Sn': 0.25, 'S': 0.5}"
random1666489,{'Na': 1.0}
random2100515,"{'Ca': 0.16666666666666666, 'Ni': 0.8333333333333334}"
random2498808,{'Pt': 1.0}
random2469183,"{'Na': 0.75, 'Hg': 0.25}"
random904194,"{'Ta': 0.5, 'N': 0.5}"
random454308,"{'Bi': 0.2857142857142857, 'Ni': 0.42857142857142855, 'S': 0.2857142857142857}"
random2023099,"{'Nb': 0.3333333333333333, 'Te': 0.6666666666666666}"
random2114515,"{'Ti': 0.5, 'In': 0.5}"
random2337203,"{'Sr': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random1923038,"{'Tc': 0.75, 'Os': 0.25}"
random710698,"{'Sr': 0.2, 'Al': 0.4, 'Ge': 0.4}"
random1632082,"{'Mn': 0.25, 'Co': 0.25, 'Si': 0.5}"
random265087,"{'K': 0.75, 'Sb': 0.25}"
random871119,"{'Pb': 0.75, 'Sc': 0.25}"
random2173534,"{'Ni': 0.5, 'Zr': 0.5}"
random870572,"{'Hf': 0.3333333333333333, 'Si': 0.6666666666666666}"
random564040,"{'Cu': 0.5, 'Pd': 0.5}"
random173217,"{'Hf': 0.5, 'N': 0.5}"
random156947,"{'Ir': 0.25, 'Pd': 0.25, 'Y': 0.5}"
random2287561,{'Sn': 1.0}
random925617,"{'Al': 0.3333333333333333, 'Cu': 0.3333333333333333, 'Hf': 0.3333333333333333}"
random1888728,"{'Bi': 0.25, 'K': 0.25, 'S': 0.5}"
random677198,"{'Mo': 0.3333333333333333, 'S': 0.6666666666666666}"
random1705525,"{'Hf': 0.8333333333333334, 'Sc': 0.16666666666666666}"
random1202560,"{'Ga': 0.4117647058823529, 'Te': 0.5882352941176471}"
random2299965,"{'Cs': 0.5, 'Te': 0.5}"
random266180,"{'Al': 0.5, 'Ir': 0.25, 'Os': 0.25}"
random394481,"{'Ca': 0.2, 'Cl': 0.6, 'Rb': 0.2}"
random897274,"{'Hf': 0.6, 'N': 0.4}"
random1203599,"{'Hf': 0.75, 'Sn': 0.25}"
random573085,"{'Zn': 0.5, 'Pt': 0.5}"
random1369921,"{'Ti': 0.5, 'Ga': 0.5}"
random2264552,"{'Zn': 0.14285714285714285, 'As': 0.14285714285714285, 'Pt': 0.7142857142857143}"
random1665683,"{'Y': 0.2857142857142857, 'Fe': 0.14285714285714285, 'Si': 0.5714285714285714}"
random475133,"{'In': 0.4, 'S': 0.6}"
random653112,"{'Zr': 0.3333333333333333, 'Cr': 0.6666666666666666}"
random886580,"{'S': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random2066955,"{'Si': 0.6666666666666666, 'Os': 0.3333333333333333}"
random2408113,"{'Zr': 0.4, 'Ni': 0.4, 'Sn': 0.2}"
random1059327,"{'Si': 0.3333333333333333, 'P': 0.6666666666666666}"
random968747,"{'Ti': 0.75, 'As': 0.25}"
random865465,"{'Ni': 0.3333333333333333, 'Te': 0.6666666666666666}"
random1741622,"{'Ti': 0.75, 'P': 0.25}"
random953842,"{'Zn': 0.5, 'Rh': 0.5}"
random1897239,"{'Mo': 0.4, 'Ni': 0.06666666666666667, 'Te': 0.5333333333333333}"
random1728188,"{'Co': 0.2, 'Cs': 0.4, 'S': 0.4}"
random1009774,"{'Cr': 0.25, 'Te': 0.75}"
random870914,{'Ti': 1.0}
random2217864,"{'Sc': 0.2, 'Ag': 0.8}"
random2388069,"{'Mo': 0.25, 'Pd': 0.5, 'Rh': 0.25}"
random1013341,"{'Na': 0.75, 'Pt': 0.25}"
random252450,"{'Hf': 0.6666666666666666, 'N': 0.3333333333333333}"
random2363394,"{'In': 0.2857142857142857, 'Te': 0.7142857142857143}"
random617342,"{'Ti': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random622427,"{'Si': 0.25, 'N': 0.125, 'Cl': 0.625}"
random751122,"{'Sb': 0.4, 'S': 0.6}"
random781560,"{'Ca': 0.75, 'Zn': 0.25}"
random455581,"{'Ti': 0.38461538461538464, 'Te': 0.6153846153846154}"
random2369449,"{'Hf': 0.08333333333333333, 'Sc': 0.25, 'Si': 0.6666666666666666}"
random2235997,"{'Hf': 0.3333333333333333, 'Os': 0.3333333333333333, 'P': 0.3333333333333333}"
random1304806,"{'V': 0.25, 'Ir': 0.75}"
random2249640,"{'Al': 0.75, 'Tc': 0.25}"
random935772,"{'Mo': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random654254,"{'S': 0.6666666666666666, 'Ti': 0.3333333333333333}"
random107326,"{'Hf': 0.5, 'Os': 0.25, 'Ru': 0.25}"
random1861078,"{'Ag': 0.14285714285714285, 'P': 0.14285714285714285, 'Pt': 0.7142857142857143}"
random1525058,"{'Ag': 0.5, 'Al': 0.5}"
random2268673,"{'Ge': 0.16666666666666666, 'Ni': 0.75, 'Zn': 0.08333333333333333}"
random1337814,"{'Ge': 0.5, 'Te': 0.5}"
random1197314,"{'Cu': 0.2, 'P': 0.2, 'S': 0.6}"
random2188472,"{'Ru': 0.5714285714285714, 'Si': 0.42857142857142855}"
random544167,"{'Ir': 0.5, 'Mo': 0.5}"
random2020349,"{'Na': 0.3333333333333333, 'P': 0.16666666666666666, 'Se': 0.5}"
random1458647,"{'Te': 0.6666666666666666, 'Ti': 0.3333333333333333}"
random1280916,"{'Pt': 0.3333333333333333, 'Tl': 0.6666666666666666}"
random1844847,"{'Sb': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random643295,"{'Pb': 0.5, 'S': 0.5}"
random1144893,"{'Re': 0.5, 'Ta': 0.5}"
random2070172,"{'Co': 0.3333333333333333, 'Te': 0.6666666666666666}"
random1992851,"{'Ta': 0.3333333333333333, 'Si': 0.6666666666666666}"
random1750460,"{'As': 0.3684210526315789, 'Rh': 0.631578947368421}"
random2165604,"{'C': 0.20689655172413793, 'Cr': 0.7241379310344828, 'W': 0.06896551724137931}"
random2081288,"{'Au': 0.25, 'Zr': 0.75}"
random124565,"{'Cs': 0.25, 'K': 0.5, 'Sb': 0.25}"
random1722458,"{'Ni': 0.3333333333333333, 'Se': 0.6666666666666666}"
random2256952,"{'Hf': 0.5555555555555556, 'Cu': 0.1111111111111111, 'Pb': 0.3333333333333333}"
random1383687,"{'Au': 0.75, 'Cd': 0.25}"
random1813872,"{'Ca': 0.47368421052631576, 'Fe': 0.10526315789473684, 'N': 0.42105263157894735}"
random1974136,"{'Ru': 0.25, 'Ta': 0.75}"
random2057730,"{'Ni': 0.5, 'Pd': 0.5}"
random1070899,"{'Hf': 0.25, 'Al': 0.75}"
random479110,"{'Al': 0.6666666666666666, 'Pd': 0.16666666666666666, 'Si': 0.16666666666666666}"
random75269,"{'Hf': 0.75, 'Bi': 0.25}"
random571603,"{'P': 0.6666666666666666, 'Pd': 0.3333333333333333}"
random1876287,"{'Cs': 0.25, 'Ag': 0.25, 'Cl': 0.5}"
random1814341,"{'Hf': 0.25, 'In': 0.25, 'Rh': 0.5}"
random288281,"{'Zr': 0.3333333333333333, 'Re': 0.6666666666666666}"
random2354289,"{'Hf': 0.5, 'As': 0.5}"
random2376857,"{'K': 0.6666666666666666, 'Te': 0.3333333333333333}"
random442082,"{'Sc': 0.6666666666666666, 'Al': 0.3333333333333333}"
random2083488,"{'Co': 0.16666666666666666, 'Ni': 0.16666666666666666, 'Si': 0.6666666666666666}"
random2125270,"{'Zr': 0.3333333333333333, 'P': 0.6666666666666666}"
random568097,"{'Y': 0.5, 'Zn': 0.5}"
random1837852,"{'Cd': 0.25, 'Cu': 0.5, 'Sc': 0.25}"
random1419806,"{'Mo': 0.42857142857142855, 'S': 0.5714285714285714}"
random2238157,"{'Sc': 0.25, 'Rh': 0.75}"
random1332689,"{'As': 0.6666666666666666, 'Cr': 0.16666666666666666, 'Fe': 0.16666666666666666}"
random114126,"{'Y': 0.25, 'Ag': 0.75}"
random710502,"{'P': 0.3333333333333333, 'Rh': 0.6666666666666666}"
random723773,"{'Sn': 0.375, 'Te': 0.375, 'Ir': 0.25}"
random1577373,"{'Bi': 0.25, 'Rb': 0.75}"
random1189729,"{'Zr': 0.6060606060606061, 'Sn': 0.3939393939393939}"
random1100681,"{'Zn': 0.125, 'Cd': 0.375, 'S': 0.5}"
random974481,"{'Al': 0.14285714285714285, 'Sb': 0.42857142857142855, 'Sr': 0.42857142857142855}"
random1145049,"{'Sn': 0.8, 'Pd': 0.2}"
random1284521,"{'Ti': 0.5, 'Tc': 0.5}"
random346244,"{'K': 0.75, 'Sb': 0.25}"
random1020011,{'Zr': 1.0}
random1454318,"{'Zr': 0.3333333333333333, 'Ni': 0.3333333333333333, 'As': 0.3333333333333333}"
random1364598,"{'Si': 0.5, 'Ti': 0.5}"
random1816839,"{'Sr': 0.4444444444444444, 'Mn': 0.1111111111111111, 'N': 0.4444444444444444}"
random1324616,"{'Au': 0.25, 'Pb': 0.75}"
random1812664,"{'Pb': 0.6666666666666666, 'Au': 0.3333333333333333}"
random1819509,"{'Zr': 0.3333333333333333, 'Te': 0.6666666666666666}"
random1989878,"{'Na': 0.75, 'Bi': 0.25}"
random2128073,"{'Sb': 0.3333333333333333, 'Te': 0.3333333333333333, 'Os': 0.3333333333333333}"
random717076,"{'Ca': 0.5, 'Tl': 0.5}"
random2048811,"{'Y': 0.25, 'Pt': 0.75}"
random2110874,"{'Sr': 0.3333333333333333, 'Ga': 0.2222222222222222, 'N': 0.4444444444444444}"
random1531595,"{'Ga': 0.6666666666666666, 'Pt': 0.3333333333333333}"
random516188,"{'Sc': 0.75, 'Cd': 0.25}"
random655701,"{'Y': 0.3333333333333333, 'Ti': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random794205,"{'Na': 0.5, 'As': 0.5}"
random795512,"{'Hf': 0.4, 'Se': 0.6}"
random937060,"{'Nb': 0.4, 'Sn': 0.06666666666666667, 'S': 0.5333333333333333}"
random2020781,{'Ti': 1.0}
random1800877,"{'Y': 0.14285714285714285, 'Ga': 0.8571428571428571}"
random2493868,"{'Ti': 0.375, 'Al': 0.625}"
random336418,"{'Ca': 0.6, 'Sb': 0.2, 'P': 0.2}"
random1550692,"{'In': 0.42857142857142855, 'Pt': 0.5714285714285714}"
random2454208,{'Sc': 1.0}
random117366,"{'Sc': 0.5, 'Te': 0.5}"
random2204434,"{'Al': 0.2, 'Ag': 0.8}"
random674148,"{'Sc': 0.2857142857142857, 'Se': 0.5714285714285714, 'Zn': 0.14285714285714285}"
random2087733,"{'Ag': 0.5, 'Cl': 0.5}"
random1307257,"{'Ga': 0.5, 'Ni': 0.16666666666666666, 'Zr': 0.3333333333333333}"
random779799,"{'Nb': 0.4666666666666667, 'S': 0.5333333333333333}"
random2280621,{'Si': 1.0}
random70303,{'Sb': 1.0}
random2302109,"{'K': 0.125, 'Nb': 0.125, 'Cl': 0.75}"
random1781327,"{'As': 0.25, 'Hf': 0.75}"
random1790810,"{'Si': 0.5, 'Ni': 0.5}"
random1586157,"{'Sr': 0.375, 'Sn': 0.625}"
random1054984,"{'Ag': 0.6666666666666666, 'Se': 0.3333333333333333}"
random1450310,"{'Os': 0.5, 'Sc': 0.25, 'Zr': 0.25}"
random729427,"{'Al': 0.8181818181818182, 'Co': 0.18181818181818182}"
random2163778,"{'In': 0.25, 'Ru': 0.5, 'Ta': 0.25}"
random1490331,"{'Hf': 0.08333333333333333, 'Sc': 0.25, 'Si': 0.6666666666666666}"
random796914,"{'Ag': 0.75, 'Ca': 0.25}"
random1145150,"{'Sc': 0.07692307692307693, 'Al': 0.46153846153846156, 'Fe': 0.46153846153846156}"
random2148002,"{'Y': 0.23529411764705882, 'Ga': 0.7058823529411765, 'Pd': 0.058823529411764705}"
random555788,"{'Cu': 0.75, 'Sc': 0.25}"
random1537336,"{'Ge': 0.6666666666666666, 'Mo': 0.3333333333333333}"
random749241,{'Zr': 1.0}
random2263130,"{'Zr': 0.3333333333333333, 'Os': 0.6666666666666666}"
random1548499,"{'Sc': 0.6, 'P': 0.4}"
random1534856,"{'Nb': 0.6666666666666666, 'C': 0.3333333333333333}"
random640904,"{'Fe': 0.6666666666666666, 'N': 0.3333333333333333}"
random330391,"{'Sc': 0.2, 'Ag': 0.8}"
random1307538,"{'Cr': 0.75, 'Ge': 0.25}"
random653125,"{'Cl': 0.5714285714285714, 'Cr': 0.14285714285714285, 'Rb': 0.2857142857142857}"
random1441984,"{'Sc': 0.42857142857142855, 'Si': 0.42857142857142855, 'Pt': 0.14285714285714285}"
random215538,"{'Sc': 0.5, 'Ir': 0.5}"
random1950275,{'In': 1.0}
random1733265,"{'Te': 0.6, 'As': 0.4}"
random2053601,"{'Co': 0.14285714285714285, 'Ga': 0.2857142857142857, 'S': 0.5714285714285714}"
random498880,"{'P': 0.75, 'Sn': 0.25}"
random1259899,"{'Zr': 0.75, 'Tl': 0.25}"
random1213750,"{'Al': 0.18181818181818182, 'Cl': 0.7272727272727273, 'Ti': 0.09090909090909091}"
random1163050,"{'Ag': 0.3333333333333333, 'Bi': 0.3333333333333333, 'Sr': 0.3333333333333333}"
random1146464,"{'Au': 0.5, 'Ca': 0.5}"
random1899970,"{'Zr': 0.5, 'Cu': 0.5}"
random622368,"{'In': 0.5, 'Sb': 0.125, 'Te': 0.375}"
random1625804,"{'Sn': 0.5, 'Se': 0.5}"
random1880394,"{'Au': 0.5, 'In': 0.25, 'Ti': 0.25}"
random906152,"{'Zr': 0.6666666666666666, 'Cu': 0.16666666666666666, 'P': 0.16666666666666666}"
random460845,"{'Hf': 0.6666666666666666, 'Cu': 0.3333333333333333}"
random2053428,"{'Cl': 0.6666666666666666, 'Si': 0.3333333333333333}"
random2428983,"{'Ta': 0.6666666666666666, 'Si': 0.3333333333333333}"
random773280,"{'Mo': 0.4, 'S': 0.6}"
random1813089,"{'Ta': 0.3333333333333333, 'Si': 0.6666666666666666}"
random2096553,"{'Cr': 0.25, 'Ag': 0.25, 'Te': 0.5}"
random299316,"{'Zn': 0.75, 'Pt': 0.25}"
random1296235,"{'Se': 0.5, 'Ta': 0.125, 'Tl': 0.375}"
random2043305,"{'Zr': 0.6060606060606061, 'Sn': 0.3939393939393939}"
random2398909,"{'Sc': 0.625, 'Ge': 0.375}"
random759443,"{'Nb': 0.6666666666666666, 'C': 0.3333333333333333}"
random1327674,"{'Zr': 0.3333333333333333, 'Al': 0.3333333333333333, 'Pt': 0.3333333333333333}"
random799261,"{'Rh': 0.07142857142857142, 'Zn': 0.9285714285714286}"
random2123311,{'Cs': 1.0}
random822196,"{'V': 0.42857142857142855, 'S': 0.5714285714285714}"
random1177954,"{'Ga': 0.2857142857142857, 'Te': 0.7142857142857143}"
random2256503,"{'Ge': 0.375, 'Mo': 0.625}"
random2365651,"{'As': 0.25, 'Pd': 0.75}"
random600008,"{'Fe': 0.2857142857142857, 'Co': 0.14285714285714285, 'Se': 0.5714285714285714}"
random1411740,"{'C': 0.16666666666666666, 'Na': 0.3333333333333333, 'S': 0.5}"
random1244147,"{'Na': 0.4, 'Pd': 0.2, 'Se': 0.4}"
random2271442,"{'Ir': 0.5, 'W': 0.5}"
random1611915,"{'Sc': 0.6666666666666666, 'In': 0.3333333333333333}"
random609911,"{'Co': 0.3333333333333333, 'Ni': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random2085237,{'Y': 1.0}
random1076307,"{'Ti': 0.75, 'Sn': 0.25}"
random1654613,"{'Y': 0.3333333333333333, 'Ag': 0.6666666666666666}"
random498840,"{'Ta': 0.09090909090909091, 'Te': 0.09090909090909091, 'Cl': 0.8181818181818182}"
random2114849,"{'Mn': 0.2, 'P': 0.8}"
random846626,"{'Mn': 0.25, 'Zn': 0.75}"
random298791,"{'Y': 0.2727272727272727, 'Ag': 0.36363636363636365, 'Ge': 0.36363636363636365}"
random1014238,"{'Re': 0.5, 'Ti': 0.25, 'W': 0.25}"
random1834024,"{'Tl': 0.4, 'Pt': 0.6}"
random2242210,"{'Sr': 0.125, 'Ca': 0.375, 'Si': 0.5}"
random461001,"{'As': 0.6666666666666666, 'Os': 0.3333333333333333}"
random1621122,"{'Nb': 0.5, 'Ir': 0.5}"
random2454195,"{'Y': 0.25, 'Al': 0.75}"
random1890671,"{'Te': 0.5, 'Pb': 0.5}"
random996633,"{'Ga': 0.5, 'Bi': 0.125, 'As': 0.375}"
random2289798,"{'Hf': 0.75, 'Pb': 0.25}"
random1939774,"{'Ca': 0.058823529411764705, 'Ga': 0.35294117647058826, 'Te': 0.5882352941176471}"
random1272569,{'Tl': 1.0}
random1157639,"{'Co': 0.3333333333333333, 'Sb': 0.3333333333333333, 'Se': 0.3333333333333333}"
random1039173,"{'In': 0.42857142857142855, 'S': 0.5714285714285714}"
random2488536,"{'Zr': 0.3333333333333333, 'Fe': 0.3333333333333333, 'Si': 0.3333333333333333}"
random211190,{'Cd': 1.0}
random260754,"{'Al': 0.25, 'Ru': 0.5, 'Ti': 0.25}"
random1828248,"{'Zr': 0.25, 'Cl': 0.75}"
random1193250,"{'Sr': 0.16666666666666666, 'Al': 0.3333333333333333, 'Au': 0.5}"
random461254,"{'Hf': 0.6, 'Ge': 0.4}"
random2227676,"{'Y': 0.25, 'In': 0.75}"
random1535031,"{'Si': 0.5, 'Rh': 0.5}"
random1262003,"{'Ti': 0.25, 'Al': 0.25, 'Au': 0.5}"
random1656194,"{'Cs': 0.3076923076923077, 'Sn': 0.15384615384615385, 'Au': 0.5384615384615384}"
random1368191,"{'Pd': 0.3333333333333333, 'Ti': 0.6666666666666666}"
random620018,"{'Fe': 0.5, 'Ru': 0.5}"
random1405949,"{'Zn': 0.14285714285714285, 'Ga': 0.2857142857142857, 'Se': 0.5714285714285714}"
random952142,"{'As': 0.16666666666666666, 'Cs': 0.3333333333333333, 'Te': 0.5}"
random1364736,"{'Fe': 0.3333333333333333, 'K': 0.3333333333333333, 'N': 0.3333333333333333}"
random1008050,{'Cs': 1.0}
random1319996,"{'Sr': 0.2, 'Sn': 0.6, 'Pd': 0.2}"
random2262339,"{'Hf': 0.4, 'Se': 0.6}"
random338197,"{'Pd': 0.75, 'V': 0.25}"
random1418139,"{'Cd': 0.25, 'Pd': 0.5, 'Zr': 0.25}"
random247725,"{'Ga': 0.5, 'Sb': 0.5}"
random1284923,"{'Se': 0.5, 'Tl': 0.5}"
random237582,"{'As': 0.6666666666666666, 'Mo': 0.3333333333333333}"
random1365913,"{'Sr': 0.6666666666666666, 'Sn': 0.3333333333333333}"
random2052456,"{'Ge': 0.3333333333333333, 'Pt': 0.6666666666666666}"
random585017,"{'Nb': 0.0625, 'Ga': 0.1875, 'Ni': 0.75}"
random1456608,"{'Ir': 0.25, 'Sc': 0.5, 'Zn': 0.25}"
random834370,"{'Cr': 0.4, 'Se': 0.6}"
random1591143,"{'Rh': 0.3333333333333333, 'S': 0.6666666666666666}"
random43143,"{'Mo': 0.3333333333333333, 'P': 0.6666666666666666}"
random1407364,"{'Ti': 0.5, 'Mo': 0.5}"
random1360210,"{'Ca': 0.2727272727272727, 'Ga': 0.36363636363636365, 'Ni': 0.36363636363636365}"
random1950029,{'Cs': 1.0}
random2284959,"{'Hf': 0.5, 'Zn': 0.5}"
random1564079,"{'Zr': 0.25, 'Cu': 0.25, 'Ge': 0.5}"
random1357332,"{'As': 0.4, 'Mn': 0.6}"
random598799,"{'Hf': 0.6666666666666666, 'Ga': 0.3333333333333333}"
random85358,"{'Sc': 0.75, 'Sn': 0.25}"
random1531881,"{'Sb': 0.3333333333333333, 'Sr': 0.6666666666666666}"
random1678257,"{'Cu': 0.6, 'Pd': 0.4}"
random2307667,"{'Al': 0.5, 'Ru': 0.5}"
random2257959,"{'Zr': 0.6428571428571429, 'Ni': 0.07142857142857142, 'Mo': 0.2857142857142857}"
random640507,"{'Y': 0.5, 'Au': 0.5}"
random2311448,"{'Na': 0.25, 'Sn': 0.25, 'Tl': 0.5}"
random694969,"{'Sr': 0.3333333333333333, 'Ga': 0.6666666666666666}"
random2468385,"{'Sn': 0.5, 'Te': 0.5}"
random1934017,{'Sr': 1.0}
random1406654,"{'Cr': 0.42857142857142855, 'S': 0.5714285714285714}"
random1732997,"{'Zr': 0.625, 'Ge': 0.375}"
random1907731,"{'Cs': 0.2857142857142857, 'Ge': 0.14285714285714285, 'Te': 0.5714285714285714}"
random513262,"{'Nb': 0.16666666666666666, 'Pd': 0.75, 'Zr': 0.08333333333333333}"
random2074451,"{'Zr': 0.5, 'Zn': 0.5}"
random723231,"{'Na': 0.4, 'S': 0.4, 'Zn': 0.2}"
random2047528,"{'Fe': 0.25, 'Zr': 0.75}"
random481712,"{'Al': 0.8333333333333334, 'Mo': 0.16666666666666666}"
random2087666,"{'Ga': 0.375, 'Ta': 0.625}"
random1735584,"{'Pt': 0.5, 'Se': 0.125, 'S': 0.375}"
random219980,"{'Hg': 0.75, 'Na': 0.25}"
random1720681,"{'Ti': 0.75, 'Sb': 0.25}"
random2388819,{'Sn': 1.0}
random1303139,"{'In': 0.5, 'Sr': 0.5}"
random2389576,"{'Al': 0.7142857142857143, 'Co': 0.2857142857142857}"
random710505,"{'Zr': 0.3, 'Sb': 0.4, 'Pt': 0.3}"
random661391,"{'Cd': 0.875, 'Sc': 0.125}"
random2146022,"{'K': 0.2, 'Fe': 0.4, 'As': 0.4}"
random2490170,{'Ca': 1.0}
random1047407,"{'Mo': 0.25, 'S': 0.25, 'Sb': 0.5}"
random2361233,"{'P': 0.6666666666666666, 'Os': 0.3333333333333333}"
random1467470,"{'Mo': 0.1111111111111111, 'Si': 0.6666666666666666, 'Ti': 0.2222222222222222}"
random1239690,"{'Co': 0.75, 'Cr': 0.25}"
random2462416,"{'Bi': 0.25, 'K': 0.25, 'Na': 0.5}"
random1203399,"{'Nb': 0.3333333333333333, 'S': 0.6666666666666666}"
random972982,"{'Tl': 0.2, 'Cu': 0.4, 'Te': 0.4}"
random1595180,"{'Bi': 0.25, 'Pd': 0.75}"
random1651987,"{'Ir': 0.2727272727272727, 'Se': 0.7272727272727273}"
random86804,"{'Te': 0.6666666666666666, 'Rh': 0.3333333333333333}"
random818925,"{'Nb': 0.6666666666666666, 'C': 0.3333333333333333}"
random2043073,"{'Sc': 0.3333333333333333, 'Co': 0.5, 'Si': 0.16666666666666666}"
random443197,"{'Nb': 0.3333333333333333, 'Cr': 0.3333333333333333, 'N': 0.3333333333333333}"
random95145,"{'Ga': 0.25, 'In': 0.25, 'Te': 0.5}"
random1555240,"{'Nb': 0.25, 'Pd': 0.75}"
random864123,"{'Sn': 0.3333333333333333, 'Rh': 0.6666666666666666}"
random1270931,{'Sn': 1.0}
random2284123,"{'Y': 0.3333333333333333, 'P': 0.3333333333333333, 'S': 0.3333333333333333}"
random310848,"{'Hf': 0.42857142857142855, 'In': 0.5714285714285714}"
random1655431,{'Tl': 1.0}
random190788,{'Sb': 1.0}
random582751,"{'Y': 0.16666666666666666, 'Cu': 0.8333333333333334}"
random1685772,"{'Zr': 0.75, 'In': 0.25}"
random1184216,"{'Al': 0.25, 'Pt': 0.75}"
random2062870,{'In': 1.0}
random1779811,"{'Ti': 0.5555555555555556, 'Cu': 0.1111111111111111, 'Sn': 0.3333333333333333}"
random804148,"{'Na': 0.16666666666666666, 'Si': 0.3333333333333333, 'Pd': 0.5}"
random627117,"{'Sr': 0.25, 'Sn': 0.75}"
random1275901,"{'Hf': 0.6666666666666666, 'Zn': 0.3333333333333333}"
random2062065,"{'Nb': 0.5, 'Pt': 0.5}"
random1715986,"{'Mo': 0.2857142857142857, 'S': 0.5714285714285714, 'Ti': 0.14285714285714285}"
random1430190,"{'Al': 0.16666666666666666, 'Tl': 0.16666666666666666, 'Cl': 0.6666666666666666}"
random1546818,"{'Ga': 0.45454545454545453, 'Fe': 0.5454545454545454}"
random1777420,"{'Zr': 0.3333333333333333, 'Al': 0.5, 'Co': 0.16666666666666666}"
random726680,"{'Sc': 0.5454545454545454, 'Sn': 0.45454545454545453}"
random981217,"{'Sc': 0.7, 'P': 0.3}"
random613101,"{'Al': 0.3181818181818182, 'Tl': 0.13636363636363635, 'S': 0.5454545454545454}"
random693156,"{'Mo': 0.42857142857142855, 'Se': 0.5714285714285714}"
random575870,"{'Hf': 0.6666666666666666, 'Al': 0.2222222222222222, 'Fe': 0.1111111111111111}"
random91546,"{'In': 0.5, 'Hg': 0.5}"
random105064,"{'Sc': 0.25, 'Tc': 0.75}"
random826562,{'Ag': 1.0}
random1816818,"{'Fe': 0.07692307692307693, 'Nb': 0.3076923076923077, 'S': 0.6153846153846154}"
random2415295,"{'Al': 0.125, 'Ni': 0.5, 'As': 0.375}"
random1688408,"{'Sr': 0.16666666666666666, 'Pd': 0.8333333333333334}"
random1860253,"{'Na': 0.3333333333333333, 'Pt': 0.6666666666666666}"
random1734692,"{'Ti': 0.38461538461538464, 'S': 0.6153846153846154}"
random1730941,"{'Hg': 0.25, 'Na': 0.75}"
random1341555,"{'Ca': 0.3333333333333333, 'Sb': 0.6666666666666666}"
random1364370,"{'Ca': 0.38461538461538464, 'P': 0.6153846153846154}"
random1786684,"{'Al': 0.5, 'Hf': 0.5}"
