system_id,composition
random525693,"{'Co': 16, 'Fe': 16, 'Ti': 32, 'H': 1}"
random2043866,"{'W': 96, 'C': 48, 'H': 1}"
random1179105,"{'Si': 24, 'Rh': 48, 'H': 1}"
random1212808,"{'Ti': 12, 'Te': 24, 'H': 1}"
random2192702,"{'Rb': 40, 'H': 1}"
random1079630,"{'Si': 24, 'Ta': 72, 'H': 1}"
random2452960,"{'Hf': 36, 'Bi': 36, 'H': 1}"
random1328707,"{'In': 36, 'Zr': 12, 'H': 1}"
random849899,"{'Bi': 20, 'H': 1}"
random1882619,"{'Ir': 24, 'Si': 48, 'H': 1}"
random1820761,"{'Ge': 54, 'Pt': 108, 'H': 1}"
random2291034,"{'Te': 32, 'Pd': 16, 'H': 1}"
random1549132,"{'Sc': 16, 'Tl': 16, 'S': 32, 'H': 1}"
random1154360,"{'Sr': 32, 'Si': 32, 'Ge': 32, 'H': 1}"
random2269173,"{'Sb': 20, 'Te': 20, 'Ru': 20, 'H': 1}"
random630357,"{'Fe': 40, 'Ni': 40, 'Ge': 40, 'H': 1}"
random2396994,"{'Co': 8, 'Ni': 8, 'Zr': 32, 'H': 1}"
random2066579,"{'Sn': 16, 'Ta': 48, 'H': 1}"
random2109913,"{'Zn': 44, 'Rh': 8, 'H': 1}"
random803348,"{'Hf': 40, 'Sn': 32, 'H': 1}"
random2200784,"{'Ge': 48, 'H': 1}"
random912334,"{'Al': 16, 'Mn': 16, 'Ti': 32, 'H': 1}"
random1120791,"{'Mn': 48, 'Si': 84, 'H': 1}"
random1326298,"{'Ti': 72, 'Pd': 18, 'H': 1}"
random2229737,"{'Cr': 24, 'Si': 48, 'H': 1}"
random527882,"{'Cd': 8, 'Na': 24, 'H': 1}"
random2296350,"{'Ta': 27, 'Ru': 27, 'H': 1}"
random1797969,"{'S': 24, 'Ta': 12, 'H': 1}"
random1554115,"{'Bi': 32, 'K': 16, 'H': 1}"
random222281,"{'As': 20, 'Pd': 20, 'S': 20, 'H': 1}"
random530393,"{'Sr': 18, 'As': 18, 'H': 1}"
random1615385,"{'Ti': 36, 'Se': 48, 'H': 1}"
random1935023,"{'Cs': 30, 'V': 10, 'Se': 40, 'H': 1}"
random1936526,"{'Co': 32, 'Hf': 16, 'Zr': 16, 'H': 1}"
random698033,"{'Sn': 48, 'H': 1}"
random1717403,"{'Na': 48, 'In': 16, 'S': 48, 'H': 1}"
random2201557,"{'Sb': 24, 'H': 1}"
random1175915,"{'Bi': 32, 'K': 16, 'H': 1}"
random1828500,"{'Ti': 40, 'Si': 24, 'H': 1}"
random1094546,"{'H': 4, 'P': 24, 'Zr': 72}"
random1236538,"{'Na': 48, 'Fe': 48, 'N': 48, 'H': 1}"
random182953,"{'Ga': 64, 'Os': 32, 'H': 1}"
random553519,"{'Ta': 40, 'N': 60, 'H': 1}"
random99964,"{'Te': 12, 'Y': 12, 'H': 1}"
random1466697,"{'Hf': 24, 'Hg': 8, 'H': 1}"
random1423520,"{'In': 64, 'Se': 48, 'H': 1}"
random1198690,"{'Pt': 54, 'Rh': 18, 'H': 1}"
random2107163,"{'Zr': 16, 'Cu': 16, 'Si': 32, 'H': 1}"
random2030204,"{'Na': 16, 'Rb': 8, 'Sb': 8, 'H': 1}"
random1748436,"{'Hg': 20, 'Se': 20, 'H': 1}"
random1832732,"{'Sn': 15, 'As': 20, 'H': 1}"
random2083297,"{'Sc': 16, 'Co': 16, 'Sn': 16, 'H': 1}"
random1118091,"{'Sn': 12, 'S': 12, 'H': 1}"
random1768530,"{'W': 48, 'H': 1}"
random1759092,"{'Si': 9, 'Ni': 54, 'Ge': 9, 'H': 1}"
random917280,"{'Y': 48, 'H': 33}"
random1284443,"{'Ga': 54, 'Tc': 18, 'H': 1}"
random2280275,"{'Re': 60, 'Ru': 20, 'H': 1}"
random1981233,"{'K': 12, 'Zn': 12, 'As': 12, 'H': 1}"
random1477128,"{'Y': 24, 'Al': 24, 'H': 1}"
random577408,"{'Nb': 24, 'V': 24, 'Cr': 24, 'H': 1}"
random1435884,"{'Al': 36, 'Co': 12, 'H': 1}"
random1936745,"{'Si': 108, 'Pt': 72, 'H': 1}"
random1897652,"{'In': 4, 'K': 20, 'Pb': 32, 'H': 1}"
random1035606,"{'Al': 72, 'H': 1}"
random1000834,"{'Y': 32, 'Sn': 96, 'H': 1}"
random2402598,"{'Mn': 18, 'P': 36, 'H': 1}"
random2148341,"{'Sc': 16, 'Si': 16, 'Ni': 16, 'H': 1}"
random1171003,"{'Tc': 48, 'Pt': 16, 'H': 1}"
random952764,"{'As': 32, 'Se': 32, 'H': 1}"
random1417115,"{'S': 30, 'Zn': 30, 'H': 1}"
random1490944,"{'Ga': 12, 'V': 36, 'H': 1}"
random1744927,"{'Hf': 96, 'P': 48, 'H': 1}"
random2085015,"{'Au': 12, 'Pd': 12, 'Sr': 24, 'H': 1}"
random2081582,"{'Cu': 16, 'Te': 32, 'H': 1}"
random958435,"{'Si': 48, 'W': 24, 'H': 1}"
random1701727,"{'Ge': 72, 'Pt': 48, 'H': 1}"
random131269,"{'K': 24, 'As': 8, 'H': 1}"
random1657820,"{'Ti': 52, 'Sb': 12, 'H': 1}"
random1947983,"{'Hf': 36, 'Ge': 24, 'H': 1}"
random2139091,"{'Cu': 20, 'Ir': 20, 'Zn': 40, 'H': 1}"
random749036,"{'H': 97, 'Ta': 48}"
random1178350,"{'Fe': 16, 'Rb': 16, 'S': 32, 'H': 1}"
random1334792,"{'Nb': 18, 'In': 18, 'S': 36, 'H': 1}"
random2443679,"{'Fe': 16, 'Tc': 16, 'Ti': 32, 'H': 1}"
random1264673,"{'Hf': 24, 'Sn': 8, 'H': 1}"
random768248,"{'V': 72, 'Ga': 48, 'N': 24, 'H': 1}"
random1238544,"{'C': 42, 'Nb': 60, 'H': 1}"
random1678056,"{'V': 48, 'Sn': 16, 'H': 1}"
random767845,"{'Ag': 24, 'Te': 12, 'H': 1}"
random1189756,"{'Hf': 24, 'Cr': 24, 'Ga': 48, 'H': 1}"
random1080758,"{'Pd': 20, 'Sn': 28, 'H': 1}"
random958680,"{'Hf': 40, 'Si': 24, 'H': 1}"
random2160955,"{'Zr': 24, 'P': 36, 'S': 12, 'H': 1}"
random980429,"{'W': 40, 'C': 20, 'H': 1}"
random1193898,"{'Ag': 6, 'In': 6, 'S': 12, 'H': 1}"
random1641924,"{'Rh': 8, 'Zr': 24, 'H': 1}"
random662588,"{'P': 18, 'Sn': 24, 'H': 1}"
random2000923,"{'Al': 48, 'Sr': 24, 'H': 1}"
random1205176,"{'Bi': 24, 'Zr': 24, 'H': 1}"
random1533248,"{'Ta': 36, 'Ni': 36, 'P': 36, 'H': 1}"
random766399,"{'S': 54, 'Zn': 54, 'H': 1}"
random1384791,"{'Ti': 72, 'In': 24, 'H': 1}"
random426100,"{'Rb': 8, 'H': 1}"
random1264631,"{'Hf': 32, 'Ir': 32, 'H': 1}"
random585901,"{'Sr': 16, 'S': 32, 'H': 1}"
random886792,"{'Ta': 24, 'Te': 36, 'H': 1}"
random2301976,"{'Ta': 16, 'Ni': 16, 'Te': 32, 'H': 1}"
random128116,"{'Hf': 18, 'In': 24, 'H': 1}"
random765413,"{'Hf': 16, 'Fe': 32, 'H': 1}"
random1540700,"{'Pt': 40, 'Se': 32, 'H': 1}"
random573807,"{'Ge': 16, 'Pt': 16, 'Se': 16, 'H': 1}"
random41323,"{'Sc': 16, 'Mn': 32, 'H': 1}"
random2096916,"{'Pt': 24, 'W': 12, 'H': 1}"
random1106138,"{'Ti': 6, 'Al': 24, 'Ni': 90, 'H': 1}"
random1974952,"{'Sr': 36, 'Mn': 8, 'N': 32, 'H': 1}"
random1414196,"{'In': 60, 'Rh': 20, 'H': 1}"
random2175535,"{'Tl': 16, 'As': 16, 'S': 32, 'H': 1}"
random1454691,"{'Zr': 48, 'Se': 24, 'H': 1}"
random1753695,"{'Si': 48, 'Rh': 48, 'H': 1}"
random2376110,"{'Zn': 16, 'Ag': 48, 'H': 1}"
random1040700,"{'Ca': 24, 'Zn': 24, 'H': 1}"
random556506,"{'Ti': 18, 'Cl': 36, 'H': 1}"
random1418379,"{'In': 12, 'Ag': 36, 'H': 1}"
random2269501,"{'Rh': 16, 'S': 16, 'Sb': 16, 'H': 1}"
random1343638,"{'Cu': 36, 'Pd': 36, 'H': 1}"
random178084,"{'Ge': 32, 'K': 32, 'H': 1}"
random1854752,"{'Zr': 60, 'Ga': 60, 'Co': 60, 'H': 1}"
random705847,"{'Co': 9, 'Pt': 27, 'H': 1}"
random2183046,"{'Pd': 36, 'W': 12, 'H': 1}"
random178850,"{'K': 20, 'H': 1}"
random107857,"{'Re': 16, 'Rh': 16, 'Ti': 32, 'H': 1}"
random451010,"{'Y': 32, 'Pt': 16, 'H': 1}"
random1679603,"{'Pb': 36, 'Pd': 52, 'H': 1}"
random989792,"{'Hf': 48, 'As': 96, 'H': 1}"
random750474,"{'Ag': 24, 'S': 12, 'H': 1}"
random1610894,"{'Ga': 48, 'Zr': 16, 'H': 1}"
random1946704,"{'Al': 120, 'Tc': 20, 'H': 1}"
random1732378,"{'Ti': 18, 'Al': 30, 'H': 1}"
random2184917,"{'Ga': 12, 'S': 24, 'Zn': 6, 'H': 1}"
random1880208,"{'Al': 96, 'Tc': 24, 'H': 1}"
random146142,"{'Ca': 4, 'Al': 32, 'Fe': 16, 'H': 1}"
random556735,"{'Sr': 40, 'As': 24, 'H': 1}"
random955177,"{'In': 24, 'Na': 24, 'H': 1}"
random717889,"{'Al': 96, 'W': 8, 'H': 1}"
random1204101,"{'Y': 48, 'Sb': 36, 'H': 1}"
random1614119,"{'Zn': 32, 'P': 64, 'H': 1}"
random2206503,"{'Zr': 48, 'Rh': 24, 'H': 1}"
random1378101,"{'P': 16, 'Sn': 16, 'H': 1}"
random1554371,"{'C': 72, 'Si': 72, 'H': 1}"
random1930983,"{'Ca': 16, 'In': 32, 'H': 1}"
random819488,"{'Si': 36, 'W': 18, 'H': 1}"
random130087,"{'Pb': 16, 'S': 16, 'H': 1}"
random458828,"{'Al': 32, 'Pd': 16, 'Ru': 16, 'H': 1}"
random1319780,"{'Sn': 16, 'Pd': 24, 'Au': 8, 'H': 1}"
random891837,"{'Sn': 16, 'S': 16, 'H': 1}"
random571808,"{'Mn': 16, 'Nb': 8, 'P': 96, 'H': 1}"
random1907144,"{'Sb': 16, 'Te': 32, 'H': 1}"
random2442115,"{'Pd': 27, 'V': 9, 'H': 1}"
random629829,"{'Os': 32, 'Se': 64, 'H': 1}"
random516543,"{'Nb': 27, 'S': 54, 'H': 1}"
random1592349,"{'Na': 48, 'Pb': 48, 'H': 1}"
random1959208,"{'Hg': 6, 'Pd': 30, 'Se': 6, 'H': 1}"
random2024014,"{'Si': 16, 'Cl': 32, 'H': 1}"
random740324,"{'Te': 24, 'H': 1}"
random1370950,"{'Ni': 24, 'As': 48, 'H': 1}"
random2496697,"{'Ti': 36, 'Ge': 36, 'Os': 36, 'H': 1}"
random525301,"{'Cu': 24, 'Se': 36, 'Sn': 12, 'H': 1}"
random911661,"{'Tl': 8, 'H': 9, 'Pd': 24}"
random1777673,"{'Y': 36, 'H': 1}"
random889201,"{'Si': 32, 'Ir': 64, 'H': 1}"
random2019102,"{'Na': 24, 'Fe': 24, 'N': 24, 'H': 1}"
random2003542,"{'Pd': 48, 'Se': 12, 'H': 1}"
random1419434,"{'As': 48, 'Co': 48, 'Cr': 48, 'H': 1}"
random1676724,"{'Zr': 48, 'Sn': 16, 'H': 1}"
random916580,"{'Hf': 36, 'Co': 6, 'Bi': 12, 'H': 1}"
random1050122,"{'Ta': 54, 'Mo': 54, 'N': 72, 'H': 1}"
random1247245,"{'Bi': 18, 'Sb': 18, 'H': 1}"
random2402970,"{'Sr': 16, 'Sn': 36, 'Au': 28, 'H': 1}"
random835689,"{'Cu': 72, 'H': 1}"
random1935728,"{'Ca': 16, 'In': 32, 'Au': 24, 'H': 1}"
random2031489,"{'Ca': 16, 'Ag': 48, 'H': 1}"
random118664,"{'V': 40, 'Si': 24, 'H': 1}"
random2162369,"{'Fe': 54, 'Pt': 18, 'H': 1}"
random2374275,"{'In': 32, 'Se': 32, 'H': 1}"
random1183689,"{'Mo': 36, 'S': 54, 'H': 1}"
random1203481,"{'V': 24, 'Ru': 24, 'H': 1}"
random2074714,"{'Ni': 24, 'S': 48, 'H': 1}"
random617839,"{'Sc': 24, 'Ni': 24, 'P': 24, 'H': 1}"
random2041571,"{'Cs': 12, 'H': 1}"
random1714689,"{'Al': 48, 'Tc': 12, 'H': 1}"
random1500656,"{'Hf': 12, 'S': 36, 'H': 1}"
random1447610,"{'Hf': 32, 'Ni': 112, 'H': 1}"
random2276937,"{'In': 18, 'Pt': 24, 'H': 1}"
random2302646,"{'Rb': 16, 'Sb': 32, 'H': 1}"
random2013765,"{'Ga': 132, 'H': 1}"
random2415743,"{'Zr': 24, 'Co': 24, 'Ge': 24, 'H': 1}"
random2025629,"{'Ga': 16, 'Pt': 48, 'H': 1}"
random528099,"{'Hg': 36, 'Se': 24, 'Cl': 24, 'H': 1}"
random788421,"{'Re': 48, 'Ni': 16, 'H': 1}"
random1899459,"{'Zr': 24, 'As': 48, 'H': 1}"
random1805343,"{'Rb': 36, 'Sb': 12, 'H': 1}"
random367832,"{'As': 8, 'Na': 24, 'H': 1}"
random2120107,"{'As': 12, 'Cd': 12, 'Sr': 6, 'H': 1}"
random1608393,"{'Hf': 8, 'Sc': 24, 'Si': 64, 'H': 1}"
random2981,"{'Cs': 16, 'In': 24, 'H': 1}"
random1910655,"{'Ga': 32, 'Ti': 40, 'H': 1}"
random1948173,"{'Rb': 12, 'Te': 72, 'H': 1}"
random1390660,"{'P': 48, 'Sr': 16, 'H': 1}"
random377935,"{'Ga': 12, 'Hf': 36, 'H': 1}"
random2289505,"{'Ni': 48, 'Ta': 24, 'H': 1}"
random1709980,"{'As': 36, 'Ta': 36, 'H': 1}"
random1454894,"{'Zr': 16, 'Pb': 16, 'S': 48, 'H': 1}"
random819848,"{'Cs': 8, 'Sn': 8, 'S': 24, 'H': 1}"
random1000142,"{'Ir': 24, 'Si': 48, 'H': 1}"
random725250,"{'Mo': 72, 'Pt': 24, 'H': 1}"
random2349221,"{'Sr': 48, 'Pb': 24, 'H': 1}"
random1277487,"{'Ca': 16, 'In': 16, 'H': 1}"
random1055735,"{'Hf': 32, 'Si': 32, 'S': 32, 'H': 1}"
random952225,"{'Cu': 8, 'S': 40, 'Ti': 20, 'H': 1}"
random780402,"{'Al': 16, 'Sc': 48, 'H': 1}"
random1650201,"{'Sc': 8, 'Hg': 24, 'H': 1}"
random1904925,"{'Ti': 24, 'Rh': 24, 'H': 1}"
random2327071,"{'Nb': 60, 'Ge': 48, 'H': 1}"
random1230256,"{'H': 37, 'Na': 36}"
random1260369,"{'Ti': 36, 'Si': 36, 'Ru': 36, 'H': 1}"
random1355829,"{'Mn': 18, 'Al': 36, 'Cr': 54, 'H': 1}"
random482851,"{'Ag': 32, 'Sc': 32, 'H': 1}"
random2141599,"{'Na': 16, 'In': 48, 'H': 1}"
random1699223,"{'Rh': 32, 'Sc': 16, 'Sn': 16, 'H': 1}"
random1338795,"{'V': 36, 'Ru': 36, 'H': 1}"
random97741,"{'Ga': 24, 'Se': 24, 'H': 1}"
random1896284,"{'Y': 24, 'Si': 24, 'Pt': 24, 'H': 1}"
random1319657,"{'Au': 64, 'Sc': 16, 'H': 1}"
random1985995,"{'Sc': 4, 'Zn': 48, 'H': 1}"
random2427560,"{'Al': 32, 'Mo': 48, 'C': 16, 'H': 1}"
random2204319,"{'Y': 36, 'Pt': 12, 'H': 1}"
random2130861,"{'S': 36, 'Ti': 12, 'H': 1}"
random1136331,"{'Al': 16, 'Ca': 16, 'Ga': 16, 'H': 1}"
random1078137,"{'Al': 80, 'Y': 40, 'H': 1}"
random409915,"{'As': 12, 'Pd': 60, 'H': 1}"
random1886836,"{'V': 48, 'H': 1}"
random1476916,"{'Tl': 8, 'Pd': 24, 'H': 1}"
random1978780,"{'Sc': 18, 'In': 18, 'Pd': 36, 'H': 1}"
random1900027,"{'P': 8, 'Au': 8, 'Cl': 32, 'H': 1}"
random2010244,"{'Rb': 16, 'Fe': 32, 'Te': 48, 'H': 1}"
random1649634,"{'S': 24, 'Sr': 24, 'H': 1}"
random1451168,"{'Sb': 48, 'Ir': 24, 'H': 1}"
random1759670,"{'V': 72, 'Ga': 32, 'Fe': 24, 'H': 1}"
random1501970,"{'Bi': 12, 'S': 6, 'Te': 12, 'H': 1}"
random561902,"{'Na': 16, 'Hg': 16, 'H': 1}"
random1473120,"{'Cl': 36, 'Y': 36, 'H': 1}"
random1248521,"{'As': 24, 'Pd': 48, 'H': 1}"
random1869912,"{'Ti': 48, 'H': 61}"
random1705494,"{'Zr': 24, 'Ni': 48, 'P': 48, 'H': 1}"
random1083811,"{'Rb': 16, 'Te': 8, 'H': 1}"
random251254,"{'Hf': 16, 'Tc': 32, 'H': 1}"
random1240246,"{'Sr': 24, 'Cd': 24, 'Sn': 24, 'H': 1}"
random1830355,"{'Nb': 36, 'Mo': 12, 'Se': 96, 'H': 1}"
random2258309,"{'V': 24, 'Ir': 24, 'H': 1}"
random706830,"{'Nb': 24, 'Pt': 72, 'H': 1}"
random1238530,"{'Rh': 8, 'Si': 24, 'Y': 24, 'H': 1}"
random1144634,"{'Pt': 16, 'Tl': 32, 'H': 1}"
random2028440,"{'Nb': 9, 'S': 18, 'H': 1}"
random234949,"{'Sc': 18, 'In': 18, 'H': 1}"
random716896,"{'Na': 6, 'Mo': 18, 'Se': 18, 'H': 1}"
random1383747,"{'Ta': 80, 'Si': 48, 'H': 1}"
random1159075,"{'Zr': 32, 'Cr': 32, 'Fe': 32, 'H': 1}"
random148687,"{'Cs': 12, 'In': 36, 'H': 1}"
random2341393,"{'Rb': 12, 'Ge': 48, 'Pt': 48, 'H': 1}"
random1310587,"{'Na': 15, 'Sr': 15, 'P': 15, 'H': 1}"
random924994,"{'Hg': 18, 'In': 18, 'H': 1}"
random499878,"{'Co': 32, 'Ge': 16, 'Zn': 16, 'H': 1}"
random1694575,"{'Na': 20, 'Ga': 4, 'Ge': 8, 'H': 1}"
random709871,"{'Rb': 10, 'H': 1}"
random176949,"{'Hg': 8, 'S': 8, 'H': 1}"
random1933393,"{'Cu': 24, 'Hf': 12, 'Zn': 12, 'H': 1}"
random2243751,"{'Zr': 48, 'Ni': 24, 'P': 24, 'H': 1}"
random578148,"{'Rb': 16, 'Hg': 32, 'H': 1}"
random1710786,"{'W': 48, 'Zr': 24, 'H': 1}"
random1488453,"{'Hg': 24, 'H': 1}"
random792425,"{'Ca': 32, 'H': 97, 'Ru': 16}"
random2265237,"{'In': 70, 'Te': 100, 'H': 1}"
random880610,"{'Cd': 12, 'Pt': 36, 'H': 1}"
random1451043,"{'Na': 48, 'H': 1}"
random2063604,"{'Os': 24, 'Ta': 36, 'H': 1}"
random498074,"{'Fe': 12, 'Ni': 12, 'As': 48, 'H': 1}"
random1278212,"{'Ca': 24, 'Zn': 8, 'H': 1}"
random1330881,"{'P': 48, 'Au': 32, 'H': 1}"
random1894670,"{'Nb': 18, 'V': 18, 'Si': 72, 'H': 1}"
random859588,"{'Sr': 16, 'Zn': 32, 'H': 1}"
random530830,"{'Ti': 20, 'Te': 32, 'H': 1}"
random516681,"{'Al': 32, 'Ni': 96, 'H': 1}"
random956601,"{'Al': 32, 'H': 129, 'Na': 32}"
random664576,"{'K': 32, 'H': 1}"
random718858,"{'Ca': 18, 'Cu': 72, 'P': 36, 'H': 1}"
random1435414,"{'Ca': 8, 'Ag': 24, 'H': 1}"
random820641,"{'Rb': 8, 'Sb': 16, 'H': 1}"
random1668046,"{'K': 16, 'Al': 16, 'Cl': 64, 'H': 1}"
random1407206,"{'Sc': 48, 'In': 24, 'Pd': 48, 'H': 1}"
random1890614,"{'Y': 18, 'Cu': 18, 'H': 1}"
random2024052,"{'Sc': 20, 'Al': 60, 'H': 1}"
random2296447,"{'Al': 12, 'Cu': 12, 'Sc': 24, 'H': 1}"
random2025519,"{'Ga': 32, 'S': 48, 'H': 1}"
random1137498,"{'Hf': 24, 'Sb': 48, 'H': 1}"
random205415,"{'Sr': 20, 'Bi': 12, 'H': 1}"
random2179432,"{'Rb': 32, 'H': 1}"
random182407,"{'Ir': 36, 'Ta': 36, 'H': 1}"
random551211,"{'K': 60, 'Te': 36, 'H': 1}"
random1972528,"{'K': 64, 'As': 64, 'H': 1}"
random2332224,"{'Y': 12, 'Ni': 48, 'P': 24, 'H': 1}"
random971324,"{'H': 113, 'Ti': 64}"
random1996953,"{'Tl': 174, 'H': 1}"
random2183284,"{'Rh': 32, 'Zn': 32, 'H': 1}"
random566912,"{'Sc': 32, 'Fe': 48, 'Si': 16, 'H': 1}"
random2060159,"{'Al': 40, 'Cu': 40, 'H': 1}"
random1112147,"{'Y': 12, 'Cu': 12, 'As': 24, 'H': 1}"
random793473,"{'Ti': 30, 'Te': 40, 'H': 1}"
random1692362,"{'Tl': 24, 'H': 1}"
random2072747,"{'Zr': 12, 'Sn': 12, 'S': 36, 'H': 1}"
random1983124,"{'V': 80, 'Si': 24, 'Ge': 24, 'H': 1}"
random2115631,"{'Y': 24, 'Cu': 24, 'H': 1}"
random307885,"{'Y': 24, 'Zn': 24, 'Sn': 24, 'H': 1}"
random2202008,"{'H': 97, 'V': 48}"
random2098232,"{'Bi': 12, 'Se': 42, 'Sn': 24, 'H': 1}"
random1427021,"{'Cu': 36, 'Sc': 18, 'H': 1}"
random2009555,"{'Na': 40, 'Pt': 40, 'H': 1}"
random1644421,"{'Tc': 72, 'H': 1}"
random2100999,"{'Os': 48, 'Si': 24, 'V': 24, 'H': 1}"
random1118848,"{'H': 33, 'Na': 16, 'Pd': 8}"
random1546474,"{'Cr': 30, 'K': 6, 'S': 48, 'H': 1}"
random503537,"{'Zr': 48, 'Cu': 64, 'Si': 32, 'H': 1}"
random530737,"{'Ti': 72, 'Sn': 24, 'H': 1}"
random1288147,"{'Co': 60, 'W': 20, 'H': 1}"
random1887657,"{'Hf': 64, 'Ge': 8, 'Mo': 40, 'H': 1}"
random1246647,"{'Ag': 12, 'Al': 12, 'S': 24, 'H': 1}"
random1050643,"{'Al': 12, 'Fe': 24, 'Mn': 12, 'H': 1}"
random1062448,"{'Os': 16, 'Ta': 32, 'W': 16, 'H': 1}"
random2358753,"{'Co': 72, 'W': 24, 'H': 1}"
random2255662,"{'Mn': 24, 'P': 48, 'H': 1}"
random1545742,"{'Sn': 16, 'Au': 48, 'H': 1}"
random2407509,"{'Ti': 64, 'H': 97}"
random1816058,"{'Co': 24, 'Hf': 12, 'Sn': 12, 'H': 1}"
random1136446,"{'Ti': 18, 'Te': 24, 'H': 1}"
random1948576,"{'Ge': 36, 'Ta': 60, 'H': 1}"
random775237,"{'Ca': 40, 'Hg': 20, 'Tl': 20, 'H': 1}"
random555978,"{'Si': 90, 'C': 90, 'H': 1}"
random1233756,"{'Ag': 16, 'S': 32, 'Sb': 16, 'H': 1}"
random1734324,"{'Ni': 24, 'H': 1}"
random2008889,"{'Pb': 16, 'Te': 16, 'H': 1}"
random536764,"{'Ge': 72, 'Ru': 48, 'H': 1}"
random1555550,"{'Al': 18, 'Re': 36, 'H': 1}"
random1630679,"{'Hf': 54, 'Mo': 24, 'As': 6, 'H': 1}"
random922293,"{'Cd': 32, 'Cl': 16, 'P': 48, 'H': 1}"
random556481,"{'Ta': 54, 'S': 108, 'H': 1}"
random1296575,"{'Cd': 12, 'Ge': 12, 'P': 24, 'H': 1}"
random550090,"{'In': 18, 'Rb': 12, 'H': 1}"
random1289710,"{'Sc': 36, 'Sn': 30, 'H': 1}"
random1656345,"{'Ta': 24, 'Ir': 72, 'H': 1}"
random875648,"{'Cr': 72, 'H': 73}"
random2296063,"{'Sc': 16, 'Cu': 16, 'Sn': 16, 'H': 1}"
random810166,"{'Cu': 18, 'Fe': 6, 'S': 48, 'H': 1}"
random1216155,"{'Ti': 9, 'Te': 18, 'H': 1}"
random1458489,"{'Ca': 8, 'Cd': 24, 'H': 1}"
random1919690,"{'V': 24, 'W': 24, 'H': 1}"
random67333,"{'Ca': 40, 'Sb': 24, 'H': 1}"
random286548,"{'Hf': 32, 'Si': 16, 'H': 1}"
random1163459,"{'Au': 36, 'H': 1}"
random1625243,"{'Rb': 30, 'H': 51, 'Pd': 10}"
random1711986,"{'Cu': 24, 'Zr': 24, 'H': 1}"
random1687792,"{'Sr': 8, 'Cd': 16, 'H': 1}"
random1288327,"{'Ge': 24, 'Rh': 48, 'Sc': 24, 'H': 1}"
random2136264,"{'Ca': 4, 'Zn': 44, 'H': 1}"
random1644737,"{'Cs': 16, 'H': 1}"
random356575,"{'Rh': 36, 'H': 1}"
random498661,"{'Rh': 16, 'S': 32, 'H': 1}"
random1764015,"{'Al': 96, 'Tc': 16, 'H': 1}"
random1748080,"{'Hf': 54, 'Al': 54, 'Ni': 54, 'H': 1}"
random1411603,"{'Nb': 18, 'S': 54, 'H': 1}"
random1789034,"{'Ag': 8, 'Sn': 8, 'Te': 16, 'H': 1}"
random1965529,"{'Zr': 20, 'Zn': 60, 'H': 1}"
random1793370,"{'As': 48, 'Os': 24, 'H': 1}"
random2083276,"{'Zr': 18, 'Sb': 6, 'Pt': 3, 'H': 1}"
random63931,"{'Ca': 16, 'Zn': 32, 'H': 1}"
random2335653,"{'Pt': 24, 'Rh': 72, 'H': 1}"
random1554347,"{'S': 36, 'Zn': 36, 'H': 1}"
random1285593,"{'Se': 36, 'Ti': 18, 'H': 1}"
random944559,"{'Ca': 32, 'In': 16, 'N': 8, 'H': 1}"
random1529642,"{'Co': 16, 'Se': 32, 'H': 1}"
random1538380,"{'Sn': 16, 'Cl': 64, 'H': 1}"
random617171,"{'Y': 18, 'Ag': 18, 'Ge': 18, 'H': 1}"
random1951065,"{'Tl': 12, 'In': 12, 'S': 24, 'H': 1}"
random486264,"{'Tl': 36, 'S': 36, 'H': 1}"
random732053,"{'Ti': 18, 'Te': 36, 'H': 1}"
random72237,"{'Ga': 32, 'P': 32, 'H': 1}"
random925591,"{'Zn': 36, 'Ag': 12, 'H': 1}"
random715419,"{'Y': 24, 'Si': 24, 'Pd': 24, 'H': 1}"
random373095,"{'Zr': 36, 'Ga': 60, 'H': 1}"
random1834135,"{'Fe': 32, 'Ge': 16, 'Mn': 16, 'H': 1}"
random1383405,"{'P': 40, 'Pt': 20, 'H': 1}"
random1188065,"{'Al': 32, 'Pt': 16, 'H': 1}"
random1438296,"{'Sr': 8, 'Al': 16, 'H': 1}"
random1268788,"{'Zn': 32, 'P': 64, 'H': 1}"
random914396,"{'Cu': 54, 'Zn': 18, 'H': 1}"
random1432103,"{'Ca': 18, 'Cd': 18, 'H': 1}"
random2018586,"{'Ge': 48, 'Os': 32, 'H': 1}"
random16664,"{'Ca': 18, 'In': 6, 'N': 18, 'H': 1}"
random1430249,"{'K': 80, 'H': 1}"
random1919349,"{'Co': 32, 'Ni': 32, 'Te': 80, 'H': 1}"
random548527,"{'V': 72, 'Ge': 24, 'H': 1}"
random1548651,"{'Al': 128, 'Cr': 80, 'H': 1}"
random1572064,"{'Cr': 48, 'S': 72, 'H': 1}"
random1140415,"{'Ge': 12, 'S': 24, 'H': 1}"
random2243018,"{'Se': 12, 'Sn': 12, 'H': 1}"
random2049527,"{'Ca': 16, 'Pt': 32, 'H': 1}"
random2347764,"{'Ga': 36, 'Os': 12, 'H': 1}"
random827590,"{'Y': 24, 'Zn': 48, 'H': 1}"
random2057543,"{'Ga': 72, 'H': 1}"
random1485978,"{'Ti': 24, 'Pt': 40, 'H': 1}"
random2367140,"{'Ca': 80, 'Al': 30, 'H': 1}"
